ref_value,author_type
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750025.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750026.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750027.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750028.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750031.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750032.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750035.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750036.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750038.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750039.html,organisation
http://www.cdc.gov/niosh/idlh/62533.html,organisation
http://www.cdc.gov/niosh/npg/npgd0008.html,organisation
http://www.cdc.gov/niosh/npg/npgd0019.html,organisation
http://www.cdc.gov/niosh/npg/npgd0025.html,organisation
http://www.cdc.gov/niosh/npg/npgd0034.html,organisation
http://www.cdc.gov/niosh/npg/npgd0035.html,organisation
http://www.cdc.gov/niosh/npg/npgd0055.html,organisation
http://www.cdc.gov/niosh/npg/npgd0066.html,organisation
http://www.cdc.gov/niosh/npg/npgd0071.html,organisation
http://www.cdc.gov/niosh/npg/npgd0072.html,organisation
http://www.cdc.gov/niosh/npg/npgd0102.html,organisation
http://www.cdc.gov/niosh/npg/npgd0107.html,organisation
http://www.cdc.gov/niosh/npg/npgd0117.html,organisation
http://www.cdc.gov/niosh/npg/npgd0118.html,organisation
http://www.cdc.gov/niosh/npg/npgd0125.html,organisation
http://www.cdc.gov/niosh/npg/npgd0126.html,organisation
http://www.cdc.gov/niosh/npg/npgd0131.html,organisation
http://www.cdc.gov/niosh/npg/npgd0137.html,organisation
http://www.cdc.gov/niosh/npg/npgd0139.html,organisation
http://www.cdc.gov/niosh/npg/npgd0141.html,organisation
http://www.cdc.gov/niosh/npg/npgd0142.html,organisation
http://www.cdc.gov/niosh/npg/npgd0148.html,organisation
http://www.cdc.gov/niosh/npg/npgd0149.html,organisation
http://www.cdc.gov/niosh/npg/npgd0154.html,organisation
http://www.cdc.gov/niosh/npg/npgd0162.html,organisation
http://www.cdc.gov/niosh/npg/npgd0166.html,organisation
http://www.cdc.gov/niosh/npg/npgd0176.html,organisation
http://www.cdc.gov/niosh/npg/npgd0177.html,organisation
http://www.cdc.gov/niosh/npg/npgd0178.html,organisation
http://www.cdc.gov/niosh/npg/npgd0180.html,organisation
http://www.cdc.gov/niosh/npg/npgd0181.html,organisation
http://www.cdc.gov/niosh/npg/npgd0184.html,organisation
http://www.cdc.gov/niosh/npg/npgd0192.html,organisation
http://www.cdc.gov/niosh/npg/npgd0196.html,organisation
http://www.cdc.gov/niosh/npg/npgd0199.html,organisation
http://www.cdc.gov/niosh/npg/npgd0208.html,organisation
http://www.cdc.gov/niosh/npg/npgd0211.html,organisation
http://www.cdc.gov/niosh/npg/npgd0212.html,organisation
http://www.cdc.gov/niosh/npg/npgd0220.html,organisation
http://www.cdc.gov/niosh/npg/npgd0229.html,organisation
http://www.cdc.gov/niosh/npg/npgd0231.html,organisation
http://www.cdc.gov/niosh/npg/npgd0240.html,organisation
http://www.cdc.gov/niosh/npg/npgd0264.html,organisation
http://www.cdc.gov/niosh/npg/npgd0268.html,organisation
http://www.cdc.gov/niosh/npg/npgd0269.html,organisation
http://www.cdc.gov/niosh/npg/npgd0275.html,organisation
http://www.cdc.gov/niosh/npg/npgd0290.html,organisation
http://www.cdc.gov/niosh/npg/npgd0293.html,organisation
http://www.cdc.gov/niosh/npg/npgd0297.html,organisation
http://www.cdc.gov/niosh/npg/npgd0320.html,organisation
http://www.cdc.gov/niosh/npg/npgd0325.html,organisation
http://www.cdc.gov/niosh/npg/npgd0333.html,organisation
http://www.cdc.gov/niosh/npg/npgd0347.html,organisation
http://www.cdc.gov/niosh/npg/npgd0352.html,organisation
http://www.cdc.gov/niosh/npg/npgd0353.html,organisation
http://www.cdc.gov/niosh/npg/npgd0363.html,organisation
http://www.cdc.gov/niosh/npg/npgd0369.html,organisation
http://www.cdc.gov/niosh/npg/npgd0371.html,organisation
http://www.cdc.gov/niosh/npg/npgd0386.html,organisation
http://www.cdc.gov/niosh/npg/npgd0388.html,organisation
http://www.cdc.gov/niosh/npg/npgd0390.html,organisation
http://www.cdc.gov/niosh/npg/npgd0394.html,organisation
http://www.cdc.gov/niosh/npg/npgd0413.html,organisation
http://www.cdc.gov/niosh/npg/npgd0416.html,organisation
http://www.cdc.gov/niosh/npg/npgd0417.html,organisation
http://www.cdc.gov/niosh/npg/npgd0426.html,organisation
http://www.cdc.gov/niosh/npg/npgd0435.html,organisation
http://www.cdc.gov/niosh/npg/npgd0441.html,organisation
http://www.cdc.gov/niosh/npg/npgd0449.html,organisation
http://www.cdc.gov/niosh/npg/npgd0451.html,organisation
http://www.cdc.gov/niosh/npg/npgd0459.html,organisation
http://www.cdc.gov/niosh/npg/npgd0461.html,organisation
http://www.cdc.gov/niosh/npg/npgd0462.html,organisation
http://www.cdc.gov/niosh/npg/npgd0463.html,organisation
http://www.cdc.gov/niosh/npg/npgd0466.html,organisation
http://www.cdc.gov/niosh/npg/npgd0479.html,organisation
http://www.cdc.gov/niosh/npg/npgd0482.html,organisation
http://www.cdc.gov/niosh/npg/npgd0491.html,organisation
http://www.cdc.gov/niosh/npg/npgd0492.html,organisation
http://www.cdc.gov/niosh/npg/npgd0515.html,organisation
http://www.cdc.gov/niosh/npg/npgd0536.html,organisation
http://www.cdc.gov/niosh/npg/npgd0543.html,organisation
http://www.cdc.gov/niosh/npg/npgd0554.html,organisation
http://www.cdc.gov/niosh/npg/npgd0556.html,organisation
http://www.cdc.gov/niosh/npg/npgd0558.html,organisation
http://www.cdc.gov/niosh/npg/npgd0559.html,organisation
http://www.cdc.gov/niosh/npg/npgd0560.html,organisation
http://www.cdc.gov/niosh/npg/npgd0565.html,organisation
http://www.cdc.gov/niosh/npg/npgd0572.html,organisation
http://www.cdc.gov/niosh/npg/npgd0575.html,organisation
http://www.cdc.gov/niosh/npg/npgd0577.html,organisation
http://www.cdc.gov/niosh/npg/npgd0580.html,organisation
http://www.cdc.gov/niosh/npg/npgd0581.html,organisation
http://www.cdc.gov/niosh/npg/npgd0590.html,organisation
http://www.cdc.gov/niosh/npg/npgd0596.html,organisation
http://www.cdc.gov/niosh/npg/npgd0607.html,organisation
http://www.cdc.gov/niosh/npg/npgd0608.html,organisation
http://www.cdc.gov/niosh/npg/npgd0614.html,organisation
http://www.cdc.gov/niosh/npg/npgd0615.html,organisation
http://www.cdc.gov/niosh/npg/npgd0619.html,organisation
http://www.cdc.gov/niosh/npg/npgd0622.html,organisation
http://www.cdc.gov/niosh/npg/npgd0639.html,organisation
http://www.cdc.gov/niosh/npg/npgd0646.html,organisation
http://www.cdc.gov/niosh/npg/npgd0647.html,organisation
http://www.cdc.gov/niosh/npg/npgd0648.html,organisation
http://www.cdc.gov/niosh/npg/npgd0650.html,organisation
http://www.cdc.gov/niosh/npg/npgd0651.html,organisation
http://www.cdc.gov/niosh/npg/npgd0652.html,organisation
http://www.cdc.gov/niosh/npg/npgd0670.html,organisation
http://www.cdc.gov/niosh/npg/npgd0675.html,organisation
http://www.cdc.gov/niosh/npg/npgd0679.html,organisation
http://www.cdc.gov/niosh/npg/npgd0682.html,organisation
http://www.cdc.gov/niosh/npg/npgd0684.html,organisation
http://www.cdc.gov/niosh/npg/npgd0685.html,organisation
http://www.chem-station.com/en/?cat=33,individual
http://www.ciaaw.org/commission.htm,organisation
http://www.clsp.jhu.edu/events/semantics-of-language-grounding-regina-barzilay-mit-computer-science-artificial-intelligence-lab/,individual
http://www.coolantarctica.com/Antarctica%20fact%20file/History/biography/mcleod_thomas.php,individual
http://www.crawltrack.net/changelog.php,individual
http://www.cyclingnews.com/news/tirreno-adriatico-stage-5-cancelled-due-to-snow/,organisation
http://www.dbnl.org/tekst/aa__001biog14_01/aa__001biog14_01_0936.php,individual
http://www.dubaicityguide.com/site/features/index.asp?id=3149,organisation
http://www.dulwichpicturegallery.org.uk/explore-the-collection/101-150/landscape/,organisation
http://www.dulwichpicturegallery.org.uk/explore-the-collection/401-450/george-bartley/,organisation
http://www.e-yearbook.com/yearbooks/University_Maryland_Terrapin_Yearbook/1958/Page_362.html,organisation
http://www.edanhughes.com/biography.cfm?ArtistID=196,individual
http://www.entente-ee.com/wp-content/uploads/Standards-Tauben.pdf,organisation
http://www.esrb.org/ratings/Synopsis.aspx?Certificate=2290&Title=Discworld+II+Missing+Presumed...!%3f,organisation
http://www.europarl.europa.eu/meps/en/96829/ADAM_KOSA_home.html,organisation
http://www.filmovizija.com/movie/american-pie-the-reunion-2012-video_071d6b662.html,dn
http://www.filmreference.com/film/85/Armin-Shimerman.html,individual
http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=82609134,individual
http://www.fundacionbancosantander.com/coleccion/#/obra/88,organisation
http://www.futhead.com/14/players/8278/youness-mokhtar/,organisation
http://www.geonames.org/347303,organisation
http://www.geonames.org/349076,organisation
http://www.geonames.org/352089,organisation
http://www.geonames.org/358293,organisation
http://www.geonames.org/358454,organisation
http://www.geonames.org/361055,organisation
http://www.geonames.org/8224894,organisation
http://www.geopostcodes.com/Same_Same,organisation
http://www.getty.edu/art/collection/objects/268843/edouard-manet-le-printemps-jeanne-demarsy-french-1881/,organisation
http://www.getty.edu/art/collection/objects/548/william-adolphe-bouguereau-a-young-girl-defending-herself-against-eros-french-about-1880/,organisation
http://www.getty.edu/art/collection/objects/617/lodovico-carracci-st-sebastian-thrown-into-the-cloaca-maxima-italian-1612/,organisation
http://www.getty.edu/vow/ULANFullDisplay?find=&role=&nation=&subjectid=500014330,ne
http://www.getty.edu/vow/ULANFullDisplay?find=&role=&nation=&subjectid=500060662,dn
http://www.gracesguide.co.uk/William_Alexander_Brooks,individual
http://www.guggenheim.org/new-york/collections/collection-online/artwork/144,organisation
http://www.guggenheim.org/new-york/collections/collection-online/artwork/3001,organisation
http://www.guggenheim.org/new-york/collections/collection-online/artwork/3237,organisation
http://www.hockeydb.com/ihdb/stats/display_players.php?tmi=7440,organisation
http://www.huffingtonpost.com/david-hinckley/rip-vaughn-harper-the-qui_b_10910504.html,individual
http://www.independent.co.uk/news/people/obituary-jimmy-allen-1571883.html,ne
http://www.issf-sports.org/athletes/athlete.ashx?personissfid=SHDENM1911198001,organisation
http://www.issf-sports.org/athletes/athlete.ashx?personissfid=SHIRQW1201199401,organisation
http://www.itu.int/net/itu-t/inrdb/e129_important_numbers.aspx,organisation
http://www.johnkcastle.com/,individual
http://www.jrrio.com/en-hist.html#AutoCad,individual
http://www.judoinside.com/judoka/42412,individual
http://www.laquadrature.net/le-debat-est-ouvert,organisation
http://www.leparcorama.com/2014/04/15/ratatouille-the-adventure-to-open-on-july-10th/,organisation
http://www.leshommessansepaules.com/auteur-Gis%C3%A8le_PRASSINOS-555-1-1-0-1.html,individual
http://www.liveleak.com/view?i=b64_1360346758,organisation
http://www.metacritic.com/game/playstation-3/fallout-new-vegas,organisation
http://www.metmuseum.org/art/collection/search/492377,organisation
http://www.metmuseum.org/collection/the-collection-online/search/10214,organisation
http://www.metmuseum.org/collection/the-collection-online/search/10241,organisation
http://www.metmuseum.org/collection/the-collection-online/search/10788,organisation
http://www.metmuseum.org/collection/the-collection-online/search/10799,organisation
http://www.metmuseum.org/collection/the-collection-online/search/11063,organisation
http://www.metmuseum.org/collection/the-collection-online/search/11081,organisation
http://www.metmuseum.org/collection/the-collection-online/search/11140,organisation
http://www.metmuseum.org/collection/the-collection-online/search/11683,organisation
http://www.metmuseum.org/collection/the-collection-online/search/11834,organisation
http://www.metmuseum.org/collection/the-collection-online/search/11979,organisation
http://www.metmuseum.org/collection/the-collection-online/search/12939,organisation
http://www.metmuseum.org/collection/the-collection-online/search/17465,organisation
http://www.metmuseum.org/collection/the-collection-online/search/19014,organisation
http://www.metmuseum.org/collection/the-collection-online/search/21473,organisation
http://www.metmuseum.org/collection/the-collection-online/search/435619,organisation
http://www.metmuseum.org/collection/the-collection-online/search/435833,organisation
http://www.metmuseum.org/collection/the-collection-online/search/436406,organisation
http://www.metmuseum.org/collection/the-collection-online/search/436522,organisation
http://www.metmuseum.org/collection/the-collection-online/search/437041,organisation
http://www.metmuseum.org/collection/the-collection-online/search/437056,individual
http://www.metmuseum.org/collection/the-collection-online/search/437234,organisation
http://www.metmuseum.org/collection/the-collection-online/search/437922,organisation
http://www.metmuseum.org/collection/the-collection-online/search/438158,organisation
http://www.metmuseum.org/collection/the-collection-online/search/438434,organisation
http://www.metmuseum.org/collection/the-collection-online/search/438623,organisation
http://www.metmuseum.org/collection/the-collection-online/search/439385,organisation
http://www.metmuseum.org/collection/the-collection-online/search/440331,organisation
http://www.metmuseum.org/collection/the-collection-online/search/481860,organisation
http://www.metmuseum.org/collection/the-collection-online/search/482238,organisation
http://www.metmuseum.org/collection/the-collection-online/search/483907,individual
http://www.metmuseum.org/collection/the-collection-online/search/487837,organisation
http://www.metmuseum.org/collection/the-collection-online/search/488401,organisation
http://www.metmuseum.org/collection/the-collection-online/search/488532,organisation
http://www.metmuseum.org/collection/the-collection-online/search/489421,organisation
http://www.metmuseum.org/collection/the-collection-online/search/489995,organisation
http://www.metmuseum.org/collection/the-collection-online/search/490043,organisation
http://www.metmuseum.org/collection/the-collection-online/search/492702,organisation
http://www.metmuseum.org/collection/the-collection-online/search/494775,organisation
http://www.moma.org/collection/works/79321,organisation
http://www.music-bazaar.com/world-music/artist/21307/Charlie-Brown/,organisation
http://www.nationalgallery.org.uk/paintings/dosso-dossi-the-adoration-of-the-kings,organisation
http://www.nationalgallery.org.uk/paintings/followers-of-gerard-david-saint-peter-and-a-donor,organisation
http://www.nationalgallery.org.uk/paintings/giovanni-dal-ponte-saints-raphael-and-tobias-roundel-above-right-panel,organisation
http://www.nationalgallery.org.uk/paintings/marie-blancour-a-bowl-of-flowers,organisation
http://www.nationalgallery.org.uk/paintings/paul-cezanne-hillside-in-provence,organisation
http://www.nationalgallery.org.uk/paintings/vincent-van-gogh-farms-near-auvers,organisation
http://www.nationaltrustcollections.org.uk/object/533858,dn
http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4018861/,organisation
http://www.newyorker.com/contributors/mary-norris,individual
http://www.nga.gov/content/ngaweb/Collection/art-object-page.41593.html,organisation
http://www.nga.gov/content/ngaweb/Collection/art-object-page.52206.html,organisation
http://www.nndb.com/people/731/000023662/,individual
http://www.nownews.com/n/2011/01/19/570309,organisation
http://www.nytimes.com/movies/movie/134566/Bye-Bye-Love/overview,organisation
http://www.oregonencyclopedia.org/articles/davies_mary_carolyn_ca_1890_/,individual
http://www.parlement.com/id/vg09ll213ezj/a_alida_de_jong,individual
http://www.pastscape.org.uk/events.aspx?a=0&hob_id=376145&criteria=fort&search=all&pnt=y,organisation
http://www.philamuseum.org/collections/permanent/101826.html,organisation
http://www.philamuseum.org/collections/permanent/101841.html,organisation
http://www.philamuseum.org/collections/permanent/101941.html,organisation
http://www.philamuseum.org/collections/permanent/102663.html,organisation
http://www.philamuseum.org/collections/permanent/103518.html,organisation
http://www.philamuseum.org/collections/permanent/103711.html,organisation
http://www.philamuseum.org/collections/permanent/104382.html,organisation
http://www.philamuseum.org/collections/permanent/282614.html,organisation
http://www.philamuseum.org/collections/permanent/44127.html,organisation
http://www.philamuseum.org/collections/permanent/45610.html,organisation
http://www.philamuseum.org/collections/permanent/51658.html,organisation
http://www.philamuseum.org/collections/permanent/59602.html,organisation
http://www.philamuseum.org/collections/permanent/61513.html,individual
http://www.philamuseum.org/collections/permanent/63857.html,organisation
http://www.philamuseum.org/collections/permanent/72080.html,organisation
http://www.philamuseum.org/collections/permanent/73608.html,organisation
http://www.philamuseum.org/collections/permanent/82732.html,organisation
http://www.phillipscollection.org/collection/browse-the-collection?id=1708,organisation
http://www.poetsgraves.co.uk/thomas_d.htm,individual
http://www.procyclingstats.com/rider/Antoine_Demoitie,dn
http://www.profilecanada.com/companydetail.cfm?company=227282_Lombardi_Media_Corporation_Vaughan_ON,organisation
http://www.progarchives.com/album.asp?id=4908,organisation
http://www.redmine.org/projects/redmine/wiki,organisation
http://www.rhapsody.com/artist/ustad-sultan-khan/album/ragas-kaushi-kannada-and-bhairvi,organisation
http://www.rollingstone.com/music/features/11-things-you-learn-hanging-out-with-weezer-20140904,individual
http://www.salzburg.com/wiki/index.php/Brunnwinkl,dn
http://www.scottisharchitects.org.uk/architect_full.php?id=202027,dn
