ref_value,publisher_type
http://www.thetalentmanager.co.uk,company
http://www.thetelegraphandargus.co.uk,company
http://www.thnk.org,sp_source
http://www.transsiberianexpress.net,company
http://www.unece.org,govt
http://www.unesco.org,govt
http://www.valpo.edu,academia
http://www.vanitatis.elconfidencial.com,company
http://www.viaf.org,academia
http://www.virtualbox.org,company
http://www.washingtonpost.com,news
http://www.webcitation.org,sp_source
http://www.who.int,govt
http://www.wireshark.org,company
http://www.xkcd.com,company
http://www.yenihayatgazetesi.com,company
http://www.yesasia.com,company
http://www12.statcan.ca,govt
http://www2.census.gov,govt
http://yba.llgc.org.uk,sp_source
http://yum.baseurl.org,nw
http://zenekucko.ucoz.com,nw
