user,kappa,agree_count,kappa_bin
36374994,-0.0714285714285714,17,<0
29661345,0.18032786885245922,20,0–0.2
40637418,0.16030534351145043,19,0–0.2
40031413,0.1393442622950819,16,0–0.2
39813193,-0.15384615384615397,11,<0
36930849,0.14507772020725396,19,0–0.2
19543823,0.20289855072463758,19,0.2–0.4
37637336,0.4382022471910112,25,0.4–0.6
42673816,0.3877551020408164,24,0.2–0.4
39119481,0.2499999999999999,20,0.2–0.4
42534327,0.33333333333333337,24,0.2–0.4
26500151,-0.13636363636363624,10,<0
31839043,-0.0869565217391306,15,<0
40165051,0.2857142857142857,17,0.2–0.4
35068908,0.024390243902438935,22,0–0.2
33030870,0.28,21,0.2–0.4
38012668,0.31034482758620696,20,0.2–0.4
40389517,0.12903225806451613,21,0–0.2
22676073,0.11764705882352944,24,0–0.2
32417589,0.05714285714285727,19,0–0.2
42405621,-0.07784431137724557,18,<0
41580788,0.06698564593301437,17,0–0.2
29341178,0.03614457831325313,22,0–0.2
35725731,0.29999999999999993,11,0.2–0.4
30334833,0.5,11,0.4–0.6
35792870,0.128048780487805,15,0–0.2
41862402,-0.04166666666666674,15,<0
35564148,0.024390243902438935,22,0–0.2
42436409,0.2941176470588236,26,0.2–0.4
37190188,-0.15107913669064743,12,<0
39413146,-0.0714285714285714,11,<0
41406112,0.04371584699453546,11,0–0.2
39116185,0.33333333333333337,17,0.2–0.4
38003391,0.0,14,<0
40756808,0.1428571428571429,21,0–0.2
30487713,-0.007751937984496138,17,<0
42659082,0.18552036199095012,18,0–0.2
42267249,0.293193717277487,21,0.2–0.4
35633674,0.05714285714285705,19,0–0.2
20785571,0.0,24,<0
39550222,-0.14893617021276606,12,<0
36925892,0.021739130434782483,12,0–0.2
32173405,-0.045751633986928164,14,<0
39508439,0.2941176470588235,22,0.2–0.4
42134452,0.18181818181818188,18,0–0.2
35025879,0.11564625850340138,17,0–0.2
39740707,0.012345679012345734,14,0–0.2
34360123,0.3939393939393939,22,0.2–0.4
39204918,0.05714285714285727,19,0–0.2
34304768,-0.011235955056179803,18,<0
39098712,0.11764705882352944,16,0–0.2
35156530,0.14081145584725552,18,0–0.2
38273134,0.31034482758620685,20,0.2–0.4
37504945,0.20731707317073167,17,0.2–0.4
36401048,0.375,23,0.2–0.4
7690577,0.453125,23,0.4–0.6
40953763,0.3973214285714286,21,0.2–0.4
17331385,0.3650793650793651,22,0.2–0.4
38194580,0.05759162303664933,18,0–0.2
30055681,0.2142857142857142,19,0.2–0.4
38123314,0.19902912621359226,19,0–0.2
42218140,-0.11111111111111116,10,<0
41276457,0.0066225165562913135,15,0–0.2
38170070,0.11016949152542377,16,0–0.2
31598591,0.10256410256410264,16,0–0.2
41844780,0.0119760479041916,19,0–0.2
42745470,-0.015625,17,<0
38524584,-0.07954545454545436,11,<0
41433005,0.4444444444444444,20,0.4–0.6
42017824,0.04862579281183932,15,0–0.2
41563050,0.3691588785046729,21,0.2–0.4
39759039,0.3697478991596639,20,0.2–0.4
6355877,0.4545454545454545,20,0.4–0.6
30610730,0.21052631578947367,19,0.2–0.4
41856474,0.13043478260869568,18,0–0.2
33950445,0.03846153846153855,20,0–0.2
41015812,0.05263157894736836,18,0–0.2
42414846,0.1578947368421053,14,0–0.2
23188187,0.10000000000000009,15,0–0.2
40582709,0.2499999999999999,20,0.2–0.4
39039918,0.09302325581395343,17,0–0.2
39114609,-0.04347826086956519,14,<0
34118863,0.23228346456692917,17,0.2–0.4
31681358,-0.14213197969543145,15,<0
38700241,0.05405405405405406,16,0–0.2
30406175,-0.007751937984496138,17,<0
32833920,0.16083916083916072,18,0–0.2
31269093,0.281437125748503,14,0.2–0.4
32049067,0.19902912621359226,19,0–0.2
40678288,0.29824561403508776,22,0.2–0.4
19814613,0.013157894736842035,20,0–0.2
29545498,-0.09090909090909083,18,<0
41166195,0.0714285714285714,17,0–0.2
31840799,0.293193717277487,21,0.2–0.4
41437076,0.21615201900237535,19,0.2–0.4
34351472,0.18918918918918926,20,0–0.2
39397009,-0.13207547169811318,18,<0
22245763,0.16279069767441867,18,0–0.2
39792203,0.2763157894736842,19,0.2–0.4
35183483,0.2146596858638744,20,0.2–0.4
33675441,-0.015625,17,<0
40705881,0.16230366492146608,14,0–0.2
36804219,0.2465753424657533,19,0.2–0.4
41223918,-0.16279069767441867,15,<0
38924796,0.37209302325581395,21,0.2–0.4
40839765,0.09638554216867457,15,0–0.2
42744739,0.042553191489361764,21,0–0.2
32692232,-0.06779661016949157,9,<0
32568930,0.05857740585774063,15,0–0.2
37665981,0.20152091254752846,16,0.2–0.4
28012625,0.20529801324503327,14,0.2–0.4
35607359,0.21052631578947367,22,0.2–0.4
37559906,0.12,19,0–0.2
40722460,0.08474576271186451,21,0–0.2
35537815,-0.19631901840490795,17,<0
34056932,-0.05633802816901423,15,<0
36182687,0.1071428571428572,20,0–0.2
39977440,0.34782608695652173,22,0.2–0.4
37927031,-0.19565217391304368,9,<0
25879918,0.01098901098901095,18,0–0.2
36725706,0.019607843137254832,20,0–0.2
37780823,0.32773109243697474,22,0.2–0.4
34779866,0.30097087378640786,18,0.2–0.4
19045009,0.020547945205479423,9,0–0.2
33117353,0.5111111111111112,18,0.4–0.6
40984085,0.10669975186104219,18,0–0.2
29006697,0.017467248908296873,15,0–0.2
20814552,-0.05263157894736836,14,<0
30128662,1.1102230246251565e-16,15,0–0.2
40877846,-0.021505376344086002,11,<0
40482842,-0.06430155210643007,14,<0
40338958,0.0,16,<0
41249769,0.05405405405405406,16,0–0.2
35473106,-0.22580645161290347,11,<0
6680559,-0.13772455089820368,11,<0
33675511,-0.09756097560975618,12,<0
31650069,0.013698630136986245,18,0–0.2
31651896,-0.034482758620689724,15,<0
36257971,0.005847953216374324,13,0–0.2
40880086,-0.21052631578947367,7,<0
36069039,-0.18150684931506844,7,<0
32469597,0.038785834738617186,11,0–0.2
31725635,-0.04477611940298498,16,<0
34394876,0.02597402597402587,15,0–0.2
41808153,0.04761904761904767,14,0–0.2
41189648,0.017467248908296873,15,0–0.2
38131710,-0.007751937984496138,17,<0
36606873,-0.005586592178770999,12,<0
38841623,0.04850746268656714,13,0–0.2
39294026,0.1515151515151515,16,0–0.2
37842840,0.23913043478260865,16,0.2–0.4
39083884,-0.11111111111111094,6,<0
40676540,0.06557377049180324,11,0–0.2
40055459,0.09774436090225569,14,0–0.2
39616370,0.11926605504587162,14,0–0.2
17902789,0.08536585365853655,15,0–0.2
39943060,-0.04838709677419373,17,<0
42226985,0.1216216216216216,17,0–0.2
40457860,0.02010050251256279,17,0–0.2
40949381,-0.034482758620689724,15,<0
41510361,-0.07382550335570448,14,<0
35071284,-0.14014251781472709,14,<0
38794098,0.36046511627906974,19,0.2–0.4
36268643,-0.14864864864864868,13,<0
37799090,0.25,18,0.2–0.4
42405769,-0.14130434782608714,16,<0
40883816,-0.18226600985221686,14,<0
41193378,-0.15646258503401356,13,<0
35371189,0.0,14,<0
42274879,-0.09090909090909105,14,<0
35783314,-0.06666666666666665,14,<0
32490923,-0.1399999999999999,11,<0
35941984,-0.02409638554216853,13,<0
42372714,-0.022727272727272707,9,<0
28759576,0.028340080971659853,14,0–0.2
35154350,0.04950495049504944,14,0–0.2
41805069,-0.032110091743119185,15,<0
34630521,0.0,19,<0
38588940,-0.10869565217391308,13,<0
38713068,0.013157894736842035,15,0–0.2
37930752,-0.032258064516129004,14,<0
33110531,-0.050000000000000044,16,<0
38436821,-0.3125,9,<0
38372670,-0.1585365853658538,11,<0
42360803,-0.08510638297872353,13,<0
32073845,-0.33192389006342493,9,<0
34010900,-0.14982578397212554,8,<0
41040634,-0.05820105820105814,10,<0
41760358,0.3571428571428571,18,0.2–0.4
39845813,-0.04803493449781637,14,<0
11521789,-0.11627906976744184,14,<0
32641084,-0.26865671641791056,13,<0
31171383,-0.11764705882352944,11,<0
28767790,-0.14893617021276606,12,<0
38444257,-0.07999999999999985,12,<0
35228162,0.2911392405063292,17,0.2–0.4
21968807,-0.380191693290735,6,<0
41630623,-0.1578947368421053,13,<0
32708888,0.051724137931034475,19,0–0.2
30286087,0.10000000000000009,15,0–0.2
41675483,0.07608695652173902,13,0–0.2
21406883,0.12681912681912677,16,0–0.2
36675302,0.03448275862068961,16,0–0.2
42033178,0.1044776119402987,18,0–0.2
42310033,-0.08597285067873317,14,<0
19904240,0.019230769230769384,13,0–0.2
33401262,0.31034482758620696,22,0.2–0.4
36433360,0.2857142857142857,14,0.2–0.4
38109191,-0.06382978723404253,10,<0
40998466,-0.139240506329114,15,<0
38477855,-0.11627906976744184,8,<0
41461381,0.1428571428571429,15,0–0.2
42299133,-0.01298701298701288,17,<0
29723589,0.0710382513661203,13,0–0.2
40667959,-2.220446049250313e-16,14,<0
37660122,0.31338028169014087,17,0.2–0.4
41125510,0.16666666666666663,19,0–0.2
37870515,-0.060070671378091856,10,<0
6337184,-0.03658536585365835,13,<0
37058215,0.1428571428571428,14,0–0.2
26854674,-0.10294117647058831,10,<0
6352345,0.2441860465116279,17,0.2–0.4
34151918,-0.18309859154929597,16,<0
18277968,0.1724137931034483,18,0–0.2
40498458,-0.13207547169811318,12,<0
25759580,-0.04587155963302747,11,<0
35033419,0.17525773195876282,14,0–0.2
42241450,0.1497975708502023,16,0–0.2
25828808,0.0,11,<0
40596335,0.11949685534591192,16,0–0.2
37163580,0.04672897196261694,13,0–0.2
32096133,0.07692307692307698,10,0–0.2
32963386,0.0,8,<0
38111111,0.2857142857142857,5,0.2–0.4
42355563,0.04761904761904767,6,0–0.2
33495146,0.19354838709677435,5,0–0.2
42023252,-0.034482758620689724,4,<0
37424485,0.26470588235294124,5,0.2–0.4
6572540,0.11111111111111116,6,0–0.2
20764083,0.0,8,<0
39113312,0.41176470588235303,8,0.4–0.6
31871152,0.2857142857142857,7,0.2–0.4
30458445,0.07407407407407418,5,0–0.2
41047954,0.6296296296296297,9,0.6–0.8
32420346,-0.2903225806451615,2,<0
1883056,0.03846153846153855,5,0–0.2
33263403,-0.15384615384615397,4,<0
