ref_value,publisher_type
http://www.ambafrance-tr.org,nw
http://www.annualreviews.org,academia
http://www.arabianbusiness.com,nw
http://www.archive.org,nw
http://www.archlinux.org,company
http://www.artistdirect.com,nw
http://www.artsjournal.com,company
http://www.audacityteam.org,company
http://www.badmintonlink.com,other
http://www.bbc.co.uk,news
http://www.billgladstone.ca,nw
http://www.bindingdb.org,nw
http://www.bizjournals.com,company
http://www.blackfilm.com,company
http://www.blakeschool.org,academia
http://www.blend4web.com,company
http://www.boxofficemojo.com,nw
http://www.bristol.ac.uk,academia
http://www.britannica.com,news
http://www.britishlistedbuildings.co.uk,govt
http://www.britishmuseum.org,academia
http://www.brooklynmuseum.org,academia
http://www.bvbinfo.com,govt
http://www.canada.com,nw
http://www.catholic-hierarchy.org,academia
http://www.cb300.com,company
http://www.cdbaby.com,company
http://www.ciaaw.org,sp_source
http://www.cineplex.com,company
http://www.clsp.jhu.edu,academia
http://www.coolantarctica.com,other
http://www.crawltrack.net,nw
http://www.crunchbase.com,nw
http://www.culturalheritage.gov.mt,govt
http://www.dbnl.org,nw
http://www.debian.org,company
http://www.demotix.com,company
http://www.dnw.co.uk,nw
http://www.dubaicityguide.com,academia
http://www.e-yearbook.com,company
http://www.edanhughes.com,company
http://www.enciclopedia-aragonesa.com,news
http://www.entente-ee.com,company
http://www.esrb.org,sp_source
http://www.eurodressage.com,nw
http://www.eurohandball.com,nw
http://www.europarl.europa.eu,govt
http://www.fifthharmonyofficial.com,company
http://www.filmovizija.com,company
http://www.filmreference.com,company
http://www.fivb.org,company
http://www.fromages-aop.com,sp_source
http://www.fundacionbancosantander.com,company
http://www.futhead.com,nw
http://www.gc-cup.com,sp_source
http://www.genealogy.math.ndsu.nodak.edu,academia
http://www.geni.com,nw
http://www.genome.gov,academia
http://www.geopostcodes.com,nw
http://www.getty.edu,academia
http://www.gmv.com,company
http://www.gracesguide.co.uk,company
http://www.guggenheim.org,company
http://www.hardcoregamer.com,company
http://www.henry-moore.org,company
http://www.hewlett.org,company
http://www.historicengland.org.uk,news
http://www.historyofparliamentonline.org,sp_source
http://www.hmdb.ca,nw
http://www.huffingtonpost.com,news
http://www.icheckmovies.com,nw
http://www.imaginenews.com,news
http://www.independent.co.uk,other
http://www.infoplease.com,academia
http://www.instagram.com,company
http://www.issf-sports.org,company
http://www.ittf.com,other
http://www.itu.int,sp_source
http://www.johnkcastle.com,company
http://www.journals.elsevier.com,academia
http://www.jrrio.com,company
http://www.judoinside.com,nw
http://www.jukely.com,sp_source
http://www.kde.org,company
http://www.khronos.org,academia
http://www.laquadrature.net,nw
http://www.legacy.com,news
http://www.leparcorama.com,sp_source
http://www.leshommessansepaules.com,sp_source
http://www.liferay.com,company
http://www.livius.org,nw
http://www.lulu.com,other
http://www.lynnnews.co.uk,sp_source
http://www.mba.ac.uk,sp_source
http://www.metalstorm.net,nw
http://www.metmuseum.org,company
http://www.microsofttranslator.com,company
http://www.moma.org,academia
http://www.mozilla.org,company
http://www.mundoplus.tv,news
http://www.nationalgallery.org.uk,academia
http://www.nationaltrustcollections.org.uk,govt
http://www.ncbi.nlm.nih.gov,govt
http://www.newyorker.com,news
http://www.nfl.com,company
http://www.nga.gov,sp_source
http://www.nme.com,company
http://www.nndb.com,company
http://www.nndc.bnl.gov,other
http://www.nytimes.com,company
http://www.ofcom.org.uk,govt
http://www.opensubtitles.org,academia
http://www.openvas.org,news
http://www.oxfordmusiconline.com,academia
http://www.parlement.com,company
http://www.pastscape.org.uk,nw
http://www.phillipscollection.org,other
http://www.planetehockey.com,other
http://www.poetsgraves.co.uk,company
http://www.procyclingstats.com,academia
http://www.profilecanada.com,other
http://www.progarchives.com,company
http://www.pulitzer.org,company
http://www.rada.ac.uk,academia
http://www.redmine.org,sp_source
http://www.redorbit.com,news
http://www.reunamedia.com,sp_source
http://www.rhapsody.com,company
http://www.rio2016.com,govt
http://www.royalcollection.org.uk,sp_source
http://www.salvador-dali.org,company
http://www.salzburg.com,nw
http://www.scottisharchitects.org.uk,company
http://www.siteducyclisme.net,company/tech/sphere
http://www.sothebys.com,govt
http://www.speedskatingbase.eu,company
http://www.sports-reference.com,company
http://www.stoa.org,nw
http://www.sufyanismail.com,company
http://www.telegraph.co.uk,news
http://www.thecalmzone.net,company
http://www.thegazette.co.uk,news
http://www.thestar.com,company
http://www.thetalentmanager.co.uk,company
http://www.thetelegraphandargus.co.uk,nw
http://www.thnk.org,company
http://www.transsiberianexpress.net,company
http://www.unece.org,sp_source
http://www.unesco.org,govt
http://www.valpo.edu,academia
http://www.vanitatis.elconfidencial.com,sp_source
http://www.viaf.org,academia
http://www.virtualbox.org,company
http://www.washingtonpost.com,company
http://www.webcitation.org,sp_source
http://www.who.int,other
http://www.wireshark.org,company
http://www.xkcd.com,other
http://www.yenihayatgazetesi.com,company
http://www.yesasia.com,company
http://www12.statcan.ca,govt
http://www2.census.gov,govt
http://yba.llgc.org.uk,sp_source
http://yum.baseurl.org,company
http://zenekucko.ucoz.com,academia
