ref_value,publisher_verification
http://www.brooklynmuseum.org,no_profit
http://www.businessinsider.com,trad_news
http://www.bvbinfo.com,nw
http://www.canada.com,trad_news
http://www.catholic-hierarchy.org,political
http://www.cb300.com,no_profit
http://www.cdbaby.com,non_trad_news
http://www.census.gov,yes
http://www.ciaaw.org,no_profit
http://www.cineplex.com,vendor
http://www.clsp.jhu.edu,academia_uni
http://www.coolantarctica.com,trad_news
http://www.crawltrack.net,ne
http://www.crunchbase.com,trad_news
http://www.culturalheritage.gov.mt,cultural
http://www.cyclingnews.com,trad_news
http://www.darkhorse.com,trad_news
http://www.debian.org,no_profit
http://www.discogs.com,non_trad_news
http://www.dnw.co.uk,ne
http://www.dubaicityguide.com,ne
http://www.dulwichpicturegallery.org.uk,cultural
http://www.e-yearbook.com,nw
http://www.edanhughes.com,no_profit
http://www.entente-ee.com,ne
http://www.esrb.org,vendor
http://www.eurodressage.com,trad_news
http://www.eurohandball.com,trad_news
http://www.europarl.europa.eu,trad_news
http://www.fifa.com,vendor
http://www.fifthharmonyofficial.com,no_profit
http://www.filmreference.com,trad_news
http://www.findagrave.com,trad_news
http://www.fivb.org,trad_news
http://www.fundacionbancosantander.com,no_profit
http://www.futhead.com,non_trad_news
http://www.fye.com,academia_pub
http://www.gc-cup.com,nw
http://www.genealogy.math.ndsu.nodak.edu,academia_uni
http://www.genome.gov,yes
http://www.geonames.org,trad_news
http://www.geopostcodes.com,nw
http://www.getty.edu,trad_news
http://www.ghostscript.com,yes
http://www.gmv.com,cultural
http://www.gracesguide.co.uk,no_profit
http://www.guggenheim.org,cultural
http://www.hardcoregamer.com,no
http://www.henry-moore.org,no_profit
http://www.hermitagemuseum.org,trad_news
http://www.hewlett.org,no_profit
http://www.historicengland.org.uk,trad_news
http://www.historyofparliamentonline.org,trad_news
http://www.hmdb.ca,academia_uni
http://www.holyhead.com,ne
http://www.huffingtonpost.com,non_trad_news
http://www.ibdb.com,academia_uni
http://www.icheckmovies.com,no_profit
http://www.imaginenews.com,non_trad_news
http://www.imdb.com,trad_news
http://www.independent.co.uk,no_profit
http://www.infoplease.com,yes
http://www.instagram.com,ne
http://www.issf-sports.org,trad_news
http://www.ittf.com,no_profit
http://www.itu.int,trad_news
http://www.johnkcastle.com,nw
http://www.jrrio.com,ne
http://www.judoinside.com,vendor
http://www.jukely.com,non_trad_news
http://www.kde.org,vendor
http://www.khronos.org,trad_news
http://www.laquadrature.net,trad_news
http://www.legacy.com,yes
http://www.leparcorama.com,nw
http://www.liferay.com,vendor
http://www.liveleak.com,no_trad_news
http://www.livius.org,trad_news
http://www.lulu.com,vendor
http://www.lutyenstrust.org.uk,no_profit
http://www.lynnnews.co.uk,ne
http://www.mba.ac.uk,academia_uni
http://www.metacritic.com,trad_news
http://www.metalstorm.net,non_trad_news
http://www.metmuseum.org,trad_news
http://www.mfa.org,no_profit
http://www.microsofttranslator.com,vendor
http://www.moma.org,cultural
http://www.mozilla.org,trad_news
http://www.music-bazaar.com,vendor
http://www.nationalgallery.org.uk,trad_news
http://www.nationaltrustcollections.org.uk,no_profit
http://www.ncbi.nlm.nih.gov,yes
http://www.newyorker.com,trad_news
http://www.nfl.com,trad_news
http://www.nga.gov,no_profit
http://www.nme.com,no_profit
http://www.nndb.com,ne
http://www.nndc.bnl.gov,no_profit
http://www.nytimes.com,trad_news
http://www.ofcom.org.uk,trad_news
http://www.opensubtitles.org,no_profit
http://www.openvas.org,no_profit
http://www.oregonencyclopedia.org,no_profit
http://www.oxforddnb.com,trad_news
http://www.oxfordmusiconline.com,academia_pub
http://www.pafa.org,no_profit
http://www.pastscape.org.uk,trad_news
http://www.philamuseum.org,academia_other
http://www.phillipscollection.org,academia_uni
http://www.poetsgraves.co.uk,nw
http://www.procyclingstats.com,trad_news
http://www.profilecanada.com,vendor
http://www.progarchives.com,trad_news
http://www.pulitzer.org,no_profit
http://www.rada.ac.uk,trad_news
http://www.redmine.org,academia_uni
http://www.redorbit.com,non_trad_news
http://www.rhapsody.com,trad_news
http://www.rio2016.com,no_profit
http://www.rollingstone.com,non_trad_news
http://www.royalcollection.org.uk,trad_news
http://www.salvador-dali.org,cultural
http://www.scottisharchitects.org.uk,nw
http://www.sctimes.com,trad_news
http://www.sothebys.com,vendor
http://www.speedskatingbase.eu,ne
http://www.sports-reference.com,trad_news
http://www.star-ecentral.com,ne
http://www.sufyanismail.com,no_profit
http://www.telegraph.co.uk,trad_news
http://www.thecalmzone.net,non_trad_news
http://www.thegazette.co.uk,nw
http://www.theguardian.com,trad_news
http://www.thestar.com,trad_news
http://www.thetalentmanager.co.uk,no_profit
http://www.thetelegraphandargus.co.uk,trad_news
http://www.thnk.org,no_profit
http://www.transsiberianexpress.net,no_profit
http://www.tsmc.com,vendor
http://www.tvfestival.com,trad_news
http://www.unece.org,trad_news
http://www.unesco.org,no_profit
http://www.valpo.edu,academia_uni
http://www.viaf.org,no_profit
http://www.virtualbox.org,ne
http://www.washingtonpost.com,yes
http://www.webcitation.org,trad_news
http://www.who.int,yes
http://www.wireshark.org,academia_uni
http://www.yesasia.com,vendor
http://www2.census.gov,yes
http://yabause.org,ne
http://yba.llgc.org.uk,ne
http://yum.baseurl.org,nw
