ref_value,publisher_type
http://www.thnk.org,nw
http://www.transsiberianexpress.net,company
http://www.unece.org,govt
http://www.unesco.org,govt
http://www.valpo.edu,academia
http://www.vanitatis.elconfidencial.com,company
http://www.viaf.org,academia
http://www.virtualbox.org,other
http://www.washingtonpost.com,news
http://www.webcitation.org,other
http://www.who.int,govt
http://www.wireshark.org,company
http://www.xkcd.com,company
http://www.yenihayatgazetesi.com,company
http://www.yesasia.com,company
http://www12.statcan.ca,govt
http://www2.census.gov,govt
http://yba.llgc.org.uk,nw
http://yum.baseurl.org,other
http://zenekucko.ucoz.com,nw
