ref_value,author_type
http://fmg.ac/Projects/MedLands/GASCONY.htm,organisation
http://fossilworks.org/bridge.pl?a=taxonInfo&taxon_no=214077,organisation
http://freemind.sourceforge.net/wiki/index.php/Licensing,organisation
http://ftp.debian-ports.org/debian-cd/hurd-i386/debian-hurd-2015/README.txt,organisation
http://genealogy.az.gov/azbirth/1044/10440674.pdf,organisation
http://geonames.usgs.gov/docs/stategaz/GOVT_UNITS_20131208.zip,organisation
http://hansard.millbanksystems.com/people/mr-charles-towneley,individual
http://iba-world.com/cocktails/pina-colada/,organisation
http://iba-world.com/iba-official-cocktails/alexander/,organisation
http://iba-world.com/new-era-drinks/lemon-drop-martini/,organisation
http://id.loc.gov/authorities/names/no2015096737.html,organisation
http://identifiers.org/wikipathways/WP1423_r79812,organisation
http://identifiers.org/wikipathways/WP2190_r74089,organisation
http://identifiers.org/wikipathways/WP2289_r78511,organisation
http://identifiers.org/wikipathways/WP2533_r85647,organisation
http://identifiers.org/wikipathways/WP691_r85084,organisation
http://identifiers.org/wikipathways/WP697_r85083,organisation
http://iditarod.com/race/2016/mushers/1027-Miriam-Osredkar/,organisation
http://independentlibraries.co.uk/directory-langholm-to-portico/the-london-library,organisation
http://killiefc.com/en/jackie-mcinally_50957/,individual
http://lawandorder.wikia.com/wiki/Censure,organisation
http://library.la84.org/6oic/OfficialReports/2006/Results/AlpineSkiing.pdf#page=3,organisation
http://lists.claws-mail.org/pipermail/users/2016-August/017029.html,organisation
http://lists.netfilter.org/pipermail/netfilter-announce/2015/000217.html,organisation
http://m.timesofindia.com/india/Congress-releases-first-list-of-candidates-for-Lok-Sabha-polls/articleshow/31682561.cms,individual
http://man.9front.org/4/tapefs,organisation
http://moma.org/collection/works/2851,organisation
http://movie-locations.com/movies/i/Incredible-Hulk.html,organisation
http://movieweb.com/movie/piglets-big-movie/,organisation
http://mpse.org/golden-reel-awards/past-awards/2012-awards/2012-golden-reel-awards-television/,organisation
http://newspapers.library.wales/view/3614615/3614616/2/,individual
http://newspapers.library.wales/view/3764400/3764408/95/,organisation
http://olat.org/product/sources,organisation
http://oneprocycling.com/James-Oram/,individual
http://online.wsj.com/news/articles/SB10001424052748704869304574595973007231140,individual
http://oxfordindex.oup.com/view/10.1093/benz/9780199773787.article.B00144121,organisation
http://phoronix.com/scan.php?page=news_item&px=GNU-Binutils-2.27,organisation
http://planetarynames.wr.usgs.gov/Feature/2513,organisation
http://planetarynames.wr.usgs.gov/Feature/4662,organisation
http://runeberg.org/svriks24/0048.html,individual
http://runeberg.org/vemarhon/0392.html,organisation
http://s002.iannounce-cdn.co.uk/static/1454678984/images/72/65/44906572.pdf,organisation
http://sites.asiasociety.org/conference01/html/bio_helleur.html,individual
http://specialcollections.le.ac.uk/cdm/compoundobject/collection/p16445coll4/id/218287/rec/5,organisation
http://speedskatingstats.com/index.php?file=skater&code=1906082802,organisation
http://splitsider.com/2010/08/welcome-to-splitsider/,individual
http://sports.yahoo.com/tennis/players/5099,organisation
http://thebloxwichtelegraph.com/2011/11/13/remembering-harold-parry/,organisation
http://thedancingrest.com/2013/06/11/song-of-the-day-cloud-cult-no-one-said-it-would-be-easy/,individual
http://uk.soccerway.com/players/panagiotis-glykos/18871/,individual
http://users.bwr.eastlink.ca/~pjrj/johnjack/aqwg01.htm,individual
http://users.bwr.eastlink.ca/~pjrj/johnjack/aqwn01.htm,individual
"http://viaf.org/viaf/222435122/#Barnard,_George,_1807-1890",individual
http://wbo.llgc.org.uk/en/s1-THOM-JOH-1838.html,organisation
http://web.archive.org/web/20070928144606/http://www.grandcasinohelsinki.fi/grandcasinohelsinki/historia.php,organisation
http://web.archive.org/web/20120304025959/http://tele13.13.cl/noticias/nacional/23155.htm,organisation
http://web.archive.org/web/20141015125316/http://www.kartverket.no/Kunnskap/Fakta-om-Norge/Hoyeste-fjelltopp-i-kommunen/Tabell/,organisation
http://web.archive.org/web/20160303181909/https://www.riigiteataja.ee/akt/12914350,organisation
http://welt-der-form.net/Max_Bill/bill-1953-unendliche_schleife-1.html,organisation
http://wevegotyoucovered.buzznet.com/user/journal/17251682/buzznet-exclusive-keanes-tom-chaplin/,organisation
http://whc.unesco.org/en/list/1025,organisation
http://whc.unesco.org/en/list/1215,organisation
http://whc.unesco.org/en/list/1229,organisation
http://whc.unesco.org/en/list/124,organisation
http://whc.unesco.org/en/list/232,organisation
http://whc.unesco.org/en/list/260,organisation
http://whc.unesco.org/en/list/274,organisation
http://whc.unesco.org/en/list/403,organisation
http://whc.unesco.org/en/list/984,organisation
http://www-history.mcs.st-andrews.ac.uk/Biographies/Bernstein_Felix.html,individual
http://www.4shared.com/mp3/5BCF9c4T/maynard_ferguson_don_t_stop_till_you_get_enough.html,individual
http://www.allmusic.com/album/biorytmy-mw0001685300,individual
http://www.allmusic.com/artist/shadowfax-mn0000155608,individual
http://www.ambafrance-tr.org/Ambassadeur-de-France-en-Turquie-M-Charles-FRIES,individual
http://www.annualreviews.org/doi/abs/10.1146/annurev.ns.07.120157.002203,organisation
http://www.archive.org/stream/prosopographiaa00kircgoog#page/n19/mode/2up,organisation
http://www.archive.org/stream/prosopographiaa00kircgoog#page/n267/mode/2up,organisation
http://www.archive.org/stream/prosopographiaa00kircgoog#page/n291/mode/2up,individual
http://www.archive.org/stream/prosopographiaa00kircgoog#page/n315/mode/2up,individual
http://www.archive.org/stream/prosopographiaa00kircgoog#page/n49/mode/2up,organisation
http://www.artic.edu/aic/collections/artwork/103391,organisation
http://www.artic.edu/aic/collections/artwork/111060,organisation
http://www.artic.edu/aic/collections/artwork/223736,organisation
http://www.artic.edu/aic/collections/artwork/34181,organisation
http://www.artic.edu/aic/collections/artwork/60260,organisation
http://www.artic.edu/aic/collections/artwork/61103,organisation
http://www.artic.edu/aic/collections/artwork/86286,organisation
http://www.artsbma.org/pieces/between-the-lines/,organisation
http://www.artsbma.org/pieces/daura-house-at-dusk/,organisation
http://www.artsbma.org/pieces/tobias-and-the-angel-curing-tobit-of-blindness/,organisation
http://www.audacityteam.org/audacity-2-1-2-released/,organisation
http://www.badmintonlink.com/Player-Info/105/Joachim_Persson,individual
http://www.badzine.net/features/profile-2/917/,individual
http://www.bbc.co.uk/arts/yourpaintings/artists/william-armfield-smith,individual
http://www.bbc.co.uk/news/36951328,organisation
http://www.bbc.co.uk/news/world-europe-34684973,organisation
http://www.billgladstone.ca/?p=3730/,organisation
http://www.bizjournals.com/memphis/stories/2005/09/05/daily7.html,organisation
http://www.blackfilm.com/20081218/features/aafcanews.shtml,organisation
http://www.boxofficemojo.com/movies/?id=2012.htm,organisation
http://www.boxofficemojo.com/movies/?id=daytheearthstoodstill08.htm,organisation
http://www.boxofficemojo.com/movies/?id=jaws3d.htm,organisation
http://www.boxofficemojo.com/movies/?id=junglebook2015.htm,organisation
http://www.boxofficemojo.com/movies/?id=planetoftheapes.htm,organisation
http://www.boxofficemojo.com/movies/?page=intl&id=marvel14b.htm,organisation
http://www.bristol.ac.uk/efm/people/kenneth-g-binmore/,individual
http://www.britannica.com/biography/Giulio-Aleni,individual
http://www.britannica.com/EBchecked/topic/178340/Organisation-for-Economic-Co-operation-and-Development-OECD,organisation
http://www.britannica.com/EBchecked/topic/502814/Charles-Lennox-3rd-duke-of-Richmond,organisation
http://www.britishlistedbuildings.co.uk/wa-15461-the-cors-y-gedol-hotel-high-street-ne-sid#.V5ISWPkrKUk,organisation
http://www.britishlistedbuildings.co.uk/wa-2043-church-of-st-peter-mathern,organisation
http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=3062047&partId=1,organisation
http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?people=127877&object=22909&ILINK,organisation
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=110282,individual
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=117784,organisation
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=122895,organisation
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=130225,organisation
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=130759,organisation
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=133332,organisation
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=151237,organisation
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=181037,organisation
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=42770,individual
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=94034,organisation
http://www.brooklynmuseum.org/opencollection/objects/4512/Jesus_Goes_Up_Alone_onto_a_Mountain_to_Pray_J%C3%A9sus_monte_seul_sur_une_montagne_pour_prier,organisation
http://www.brooklynmuseum.org/opencollection/objects/678/St._John_of_God,organisation
http://www.businessinsider.com/theranos-ceo-elizabeth-holmes-net-worth-now-0-according-to-forbes-2016-6,individual
http://www.bvbinfo.com/player.asp?ID=15097,organisation
http://www.catholic-hierarchy.org/bishop/bburkee.html,organisation
http://www.catholic-hierarchy.org/diocese/dgati.html,organisation
http://www.catholic-hierarchy.org/diocese/dhali.html,organisation
http://www.cb300.com/mushers.aspx,organisation
http://www.cb300.com/pastrace2011.aspx,organisation
http://www.cb300.com/raceinfo.aspx,organisation
http://www.cdbaby.com/cd/pumpkinbuzzard5,individual
http://www.cdc.gov/niosh-rtecs/AB1D5F88.html,organisation
http://www.cdc.gov/niosh-rtecs/AF12B128.html#modalIdString_CDCTable_4,organisation
http://www.cdc.gov/niosh-rtecs/AL757E20.html,organisation
http://www.cdc.gov/niosh-rtecs/AS100590.html,organisation
http://www.cdc.gov/niosh-rtecs/BA4D7038.html#modalIdString_CDCTable_6,organisation
http://www.cdc.gov/niosh-rtecs/BD124F80.html,organisation
http://www.cdc.gov/niosh-rtecs/BP456D70.html,organisation
http://www.cdc.gov/niosh-rtecs/CC3D6AA8.html#modalIdString_CDCTable_1,organisation
http://www.cdc.gov/niosh-rtecs/CC3D6AA8.html#modalIdString_CDCTable_3,organisation
http://www.cdc.gov/niosh-rtecs/CG62CCF8.html#modalIdString_CDCTable_0,organisation
http://www.cdc.gov/niosh-rtecs/CG802C8.html#modalIdString_CDCTable_3,organisation
http://www.cdc.gov/niosh-rtecs/CQ8583B0.html#modalIdString_CDCTable_2,organisation
http://www.cdc.gov/niosh-rtecs/CQ92DDA8.html#modalIdString_CDCTable_1,organisation
http://www.cdc.gov/niosh-rtecs/CY155CC0.html#modalIdString_CDCTable_4,organisation
http://www.cdc.gov/niosh-rtecs/DC802C8.html#modalIdString_CDCTable_2,organisation
http://www.cdc.gov/niosh-rtecs/DC802C8.html#modalIdString_CDCTable_5,organisation
http://www.cdc.gov/niosh-rtecs/DC92DDA8.html#modalIdString_CDCTable_4,organisation
http://www.cdc.gov/niosh-rtecs/DD62CCF8.html#modalIdString_CDCTable_3,organisation
http://www.cdc.gov/niosh-rtecs/IO200B20.html#modalIdString_CDCTable_6,organisation
http://www.cdc.gov/niosh-rtecs/OD8D8678.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750002.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750006.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750007.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750009.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750010.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750011.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750012.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750013.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750014.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750015.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750017.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750018.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750020.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750021.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750023.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750024.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750025.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750026.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750027.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750028.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750031.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750032.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750035.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750036.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750038.html,organisation
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750039.html,organisation
http://www.cdc.gov/niosh/idlh/62533.html,organisation
http://www.cdc.gov/niosh/ipcsneng/neng0016.html,organisation
http://www.cdc.gov/niosh/ipcsneng/neng0087.html,organisation
http://www.cdc.gov/niosh/ipcsneng/neng0095.html,organisation
http://www.cdc.gov/niosh/ipcsneng/neng0209.html,organisation
http://www.cdc.gov/niosh/ipcsneng/neng0218.html,organisation
http://www.cdc.gov/niosh/ipcsneng/neng0971.html,organisation
http://www.cdc.gov/niosh/ipcsneng/neng1480.html,organisation
http://www.cdc.gov/niosh/npg/npgd0008.html,organisation
http://www.cdc.gov/niosh/npg/npgd0019.html,organisation
http://www.cdc.gov/niosh/npg/npgd0025.html,organisation
http://www.cdc.gov/niosh/npg/npgd0034.html,organisation
http://www.cdc.gov/niosh/npg/npgd0035.html,organisation
http://www.cdc.gov/niosh/npg/npgd0055.html,organisation
http://www.cdc.gov/niosh/npg/npgd0066.html,organisation
http://www.cdc.gov/niosh/npg/npgd0071.html,organisation
http://www.cdc.gov/niosh/npg/npgd0072.html,organisation
http://www.cdc.gov/niosh/npg/npgd0102.html,organisation
http://www.cdc.gov/niosh/npg/npgd0107.html,organisation
http://www.cdc.gov/niosh/npg/npgd0117.html,organisation
http://www.cdc.gov/niosh/npg/npgd0118.html,organisation
http://www.cdc.gov/niosh/npg/npgd0125.html,organisation
http://www.cdc.gov/niosh/npg/npgd0126.html,organisation
http://www.cdc.gov/niosh/npg/npgd0131.html,organisation
http://www.cdc.gov/niosh/npg/npgd0137.html,organisation
http://www.cdc.gov/niosh/npg/npgd0139.html,organisation
http://www.cdc.gov/niosh/npg/npgd0141.html,organisation
http://www.cdc.gov/niosh/npg/npgd0142.html,organisation
http://www.cdc.gov/niosh/npg/npgd0148.html,organisation
http://www.cdc.gov/niosh/npg/npgd0149.html,organisation
http://www.cdc.gov/niosh/npg/npgd0154.html,organisation
http://www.cdc.gov/niosh/npg/npgd0162.html,organisation
http://www.cdc.gov/niosh/npg/npgd0166.html,organisation
http://www.cdc.gov/niosh/npg/npgd0176.html,organisation
http://www.cdc.gov/niosh/npg/npgd0177.html,organisation
http://www.cdc.gov/niosh/npg/npgd0178.html,organisation
http://www.cdc.gov/niosh/npg/npgd0180.html,organisation
http://www.cdc.gov/niosh/npg/npgd0181.html,organisation
http://www.cdc.gov/niosh/npg/npgd0184.html,organisation
http://www.cdc.gov/niosh/npg/npgd0192.html,organisation
http://www.cdc.gov/niosh/npg/npgd0196.html,organisation
http://www.cdc.gov/niosh/npg/npgd0199.html,organisation
http://www.cdc.gov/niosh/npg/npgd0208.html,organisation
http://www.cdc.gov/niosh/npg/npgd0211.html,organisation
http://www.cdc.gov/niosh/npg/npgd0212.html,organisation
http://www.cdc.gov/niosh/npg/npgd0220.html,organisation
http://www.cdc.gov/niosh/npg/npgd0229.html,organisation
http://www.cdc.gov/niosh/npg/npgd0231.html,organisation
http://www.cdc.gov/niosh/npg/npgd0240.html,organisation
http://www.cdc.gov/niosh/npg/npgd0264.html,organisation
http://www.cdc.gov/niosh/npg/npgd0268.html,organisation
http://www.cdc.gov/niosh/npg/npgd0269.html,organisation
http://www.cdc.gov/niosh/npg/npgd0275.html,organisation
http://www.cdc.gov/niosh/npg/npgd0290.html,organisation
http://www.cdc.gov/niosh/npg/npgd0293.html,organisation
http://www.cdc.gov/niosh/npg/npgd0297.html,organisation
http://www.cdc.gov/niosh/npg/npgd0320.html,organisation
http://www.cdc.gov/niosh/npg/npgd0325.html,organisation
http://www.cdc.gov/niosh/npg/npgd0333.html,organisation
http://www.cdc.gov/niosh/npg/npgd0347.html,organisation
http://www.cdc.gov/niosh/npg/npgd0352.html,organisation
http://www.cdc.gov/niosh/npg/npgd0353.html,organisation
http://www.cdc.gov/niosh/npg/npgd0363.html,organisation
http://www.cdc.gov/niosh/npg/npgd0369.html,organisation
http://www.cdc.gov/niosh/npg/npgd0371.html,organisation
http://www.cdc.gov/niosh/npg/npgd0386.html,organisation
http://www.cdc.gov/niosh/npg/npgd0388.html,organisation
http://www.cdc.gov/niosh/npg/npgd0390.html,organisation
http://www.cdc.gov/niosh/npg/npgd0394.html,organisation
http://www.cdc.gov/niosh/npg/npgd0413.html,organisation
http://www.cdc.gov/niosh/npg/npgd0416.html,organisation
http://www.cdc.gov/niosh/npg/npgd0417.html,organisation
http://www.cdc.gov/niosh/npg/npgd0426.html,organisation
http://www.cdc.gov/niosh/npg/npgd0435.html,organisation
http://www.cdc.gov/niosh/npg/npgd0441.html,organisation
http://www.cdc.gov/niosh/npg/npgd0449.html,organisation
http://www.cdc.gov/niosh/npg/npgd0451.html,organisation
http://www.cdc.gov/niosh/npg/npgd0459.html,organisation
http://www.cdc.gov/niosh/npg/npgd0461.html,organisation
http://www.cdc.gov/niosh/npg/npgd0462.html,organisation
http://www.cdc.gov/niosh/npg/npgd0463.html,organisation
http://www.cdc.gov/niosh/npg/npgd0466.html,organisation
http://www.cdc.gov/niosh/npg/npgd0479.html,organisation
http://www.cdc.gov/niosh/npg/npgd0482.html,organisation
http://www.cdc.gov/niosh/npg/npgd0491.html,organisation
http://www.cdc.gov/niosh/npg/npgd0492.html,organisation
http://www.cdc.gov/niosh/npg/npgd0515.html,organisation
http://www.cdc.gov/niosh/npg/npgd0536.html,organisation
http://www.cdc.gov/niosh/npg/npgd0543.html,organisation
http://www.cdc.gov/niosh/npg/npgd0554.html,organisation
http://www.cdc.gov/niosh/npg/npgd0556.html,organisation
http://www.cdc.gov/niosh/npg/npgd0558.html,organisation
http://www.cdc.gov/niosh/npg/npgd0559.html,organisation
http://www.cdc.gov/niosh/npg/npgd0560.html,organisation
http://www.cdc.gov/niosh/npg/npgd0565.html,organisation
http://www.cdc.gov/niosh/npg/npgd0572.html,organisation
http://www.cdc.gov/niosh/npg/npgd0575.html,organisation
http://www.cdc.gov/niosh/npg/npgd0577.html,organisation
http://www.cdc.gov/niosh/npg/npgd0580.html,organisation
http://www.cdc.gov/niosh/npg/npgd0581.html,organisation
http://www.cdc.gov/niosh/npg/npgd0590.html,organisation
http://www.cdc.gov/niosh/npg/npgd0596.html,organisation
http://www.cdc.gov/niosh/npg/npgd0607.html,organisation
http://www.cdc.gov/niosh/npg/npgd0608.html,organisation
http://www.cdc.gov/niosh/npg/npgd0614.html,organisation
http://www.cdc.gov/niosh/npg/npgd0615.html,organisation
http://www.cdc.gov/niosh/npg/npgd0619.html,organisation
http://www.cdc.gov/niosh/npg/npgd0622.html,organisation
http://www.cdc.gov/niosh/npg/npgd0639.html,organisation
http://www.cdc.gov/niosh/npg/npgd0646.html,organisation
http://www.cdc.gov/niosh/npg/npgd0647.html,organisation
http://www.cdc.gov/niosh/npg/npgd0648.html,organisation
http://www.cdc.gov/niosh/npg/npgd0650.html,organisation
http://www.cdc.gov/niosh/npg/npgd0651.html,organisation
http://www.cdc.gov/niosh/npg/npgd0652.html,organisation
http://www.cdc.gov/niosh/npg/npgd0670.html,organisation
http://www.cdc.gov/niosh/npg/npgd0675.html,organisation
http://www.cdc.gov/niosh/npg/npgd0679.html,organisation
http://www.cdc.gov/niosh/npg/npgd0682.html,organisation
http://www.cdc.gov/niosh/npg/npgd0684.html,organisation
http://www.cdc.gov/niosh/npg/npgd0685.html,organisation
http://www.census.gov/population/cencounts/ok190090.txt,organisation
http://www.census.gov/prod/cen2010/cph-1-47.pdf,organisation
http://www.chem-station.com/en/?cat=33,organisation
http://www.ciaaw.org/commission.htm,organisation
http://www.cineplex.com/People/mathieu-carriere,individual
http://www.clsp.jhu.edu/events/semantics-of-language-grounding-regina-barzilay-mit-computer-science-artificial-intelligence-lab/,organisation
http://www.coolantarctica.com/Antarctica%20fact%20file/History/biography/mcleod_thomas.php,individual
http://www.crawltrack.net/changelog.php,organisation
http://www.cyclingnews.com/news/tirreno-adriatico-stage-5-cancelled-due-to-snow/,organisation
http://www.dbnl.org/tekst/aa__001biog14_01/aa__001biog14_01_0936.php,organisation
http://www.demotix.com/news/6322968/cesare-cremonini-performs-live-sold-out-pala-alpitour-arena/all-media,individual
http://www.discogs.com/5th-Element-Kakkonen/release/1497359,organisation
http://www.discogs.com/Anggun-Elevation/release/3679157,individual
http://www.discogs.com/Dollie-De-Luxe-Rock-Vs-Opera/release/3426232,individual
http://www.dnw.co.uk/auction-archive/catalogue-archive/lot.php?auction_id=300&lot_id=155961,organisation
http://www.dubaicityguide.com/site/features/index.asp?id=3149,individual
http://www.dulwichpicturegallery.org.uk/explore-the-collection/101-150/landscape/,organisation
http://www.dulwichpicturegallery.org.uk/explore-the-collection/401-450/george-bartley/,organisation
http://www.e-yearbook.com/yearbooks/University_Maryland_Terrapin_Yearbook/1958/Page_362.html,organisation
http://www.edanhughes.com/biography.cfm?ArtistID=196,individual
http://www.entente-ee.com/wp-content/uploads/Standards-Tauben.pdf,organisation
http://www.esrb.org/ratings/Synopsis.aspx?Certificate=2290&Title=Discworld+II+Missing+Presumed...!%3f,organisation
