ref_value,status
http://www.eurodressage.com/equestrian/2008/01/10/edward-gal-and-hans-peter-minderhoud-one-track-minds,unreachable
http://www.eurohandball.com/ec/ehfc/women/2015-16/player/531454/EsinSagdic,unreachable
http://www.fifa.com/fifa-world-ranking/ranking-table/men/index.html,unreachable
http://www.fifa.com/fifa-world-ranking/ranking-table/women/index.html,unreachable
http://www.fifthharmonyofficial.com/,unreachable
http://www.fivb.org/EN/BeachVolleyball/Player_DataDB.asp?No=150101,unreachable
http://www.fromages-aop.com/wp-content/uploads/Stat-AOP-2013.pdf,unreachable
http://www.fye.com/s/product/2984432/Fleetwood-Mac-Rumours-SACD-IMPORT,unreachable
http://www.gc-cup.com/en/archive/gc-cup-2013/player-profile-quali.html,unreachable
http://www.ghostscript.com/doc/9.19/News.htm,unreachable
http://www.gmv.com/en/Company/Publications/AnnualReport/2015/FLASH/annual_report_2015.pdf,unreachable
http://www.gracesguide.co.uk/William_Alexander_Brooks,unreachable
http://www.hardcoregamer.com/2015/08/05/mighty-no-9-delayed-until-at-least-2016/161624/,unreachable
http://www.henry-moore.org/works-in-public/world/denmark/humlebaek/louisiana-museum-of-modern-art/two-piece-reclining-figure-1963-64-lh-517,unreachable
http://www.historyofparliamentonline.org/volume/1386-1421/member/cooper-john-ii,unreachable
http://www.historyofparliamentonline.org/volume/1386-1421/member/hunt-thomas-i-1433,unreachable
http://www.historyofparliamentonline.org/volume/1558-1603/member/yarham-robert-1520-95,unreachable
http://www.historyofparliamentonline.org/volume/1604-1629/member/bindloss-sir-francis-1603-1629,unreachable
http://www.historyofparliamentonline.org/volume/1604-1629/member/parker-sir-john-1548-1617,unreachable
http://www.historyofparliamentonline.org/volume/1660-1690/member/bulkeley-bartholomew-1679,unreachable
http://www.historyofparliamentonline.org/volume/1715-1754/member/bethell-hugh-1689-1747,unreachable
http://www.historyofparliamentonline.org/volume/1715-1754/member/bilson-leonard-1681-1715,unreachable
http://www.historyofparliamentonline.org/volume/1715-1754/member/duncombe-thomas-1683-1746,unreachable
http://www.historyofparliamentonline.org/volume/1754-1790/member/craufurd-sir-patrick-1782,unreachable
http://www.historyofparliamentonline.org/volume/1754-1790/member/knollys-sir-francis-1722-72,unreachable
http://www.historyofparliamentonline.org/volume/1754-1790/member/leighton-charlton-1747-84,unreachable
http://www.historyofparliamentonline.org/volume/1754-1790/member/linwood-nicholas-1773,unreachable
http://www.historyofparliamentonline.org/volume/1754-1790/member/mabbott-william-1692-1764,unreachable
http://www.historyofparliamentonline.org/volume/1754-1790/member/pennington-sir-john-1710-68,unreachable
http://www.historyofparliamentonline.org/volume/1754-1790/member/pye-henry-1709-66,unreachable
http://www.historyofparliamentonline.org/volume/1754-1790/member/rumbold-william-richard-1760-86,unreachable
http://www.historyofparliamentonline.org/volume/1754-1790/member/walpole-hon-richard-1728-98,unreachable
http://www.historyofparliamentonline.org/volume/1754-1790/member/webb-nathaniel-1725-86,unreachable
http://www.historyofparliamentonline.org/volume/1790-1820/member/hodson-john-1758-1828,unreachable
http://www.historyofparliamentonline.org/volume/1790-1820/member/whittle-francis,unreachable
http://www.historyofparliamentonline.org/volume/1820-1832/member/legge-hon-arthur-1800-1890,unreachable
http://www.hmdb.ca/metabolites/HMDB00087,unreachable
http://www.hmdb.ca/metabolites/HMDB00197,unreachable
http://www.holyhead.com/captainskinner/index.html,unreachable
http://www.ibdb.com/Venue/View/1035,unreachable
http://www.ibdb.com/Venue/View/1349,unreachable
http://www.imdb.com/name/nm0076827/,unreachable
http://www.imdb.com/name/nm0257806/,unreachable
http://www.imdb.com/name/nm0924210/awards?ref_=nm_awd,unreachable
http://www.imdb.com/name/nm1097272/,unreachable
http://www.imdb.com/title/tt0029749/,unreachable
http://www.imdb.com/title/tt0047642/releaseinfo?ref_=tt_ov_inf,unreachable
http://www.imdb.com/title/tt0052690/releaseinfo,unreachable
http://www.imdb.com/title/tt0060349/releaseinfo,unreachable
http://www.imdb.com/title/tt0077869/fullcredits,unreachable
http://www.imdb.com/title/tt0080850/releaseinfo?ref_=tt_ov_inf,unreachable
http://www.imdb.com/title/tt0088161/releaseinfo?ref_=tt_ov_inf,unreachable
http://www.imdb.com/title/tt0090638/releaseinfo?ref_=tt_ov_inf,unreachable
http://www.imdb.com/title/tt0091221/combined,unreachable
http://www.imdb.com/title/tt0109830/?ref_=chttp_tt_13,unreachable
http://www.imdb.com/title/tt0151483/releaseinfo,unreachable
http://www.imdb.com/title/tt0179106/combined,unreachable
http://www.imdb.com/title/tt0181865/releaseinfo?ref_=tt_ov_inf,unreachable
http://www.imdb.com/title/tt0185895/releaseinfo?ref_=tt_ov_inf,unreachable
http://www.imdb.com/title/tt0211131/combined,unreachable
http://www.imdb.com/title/tt0239644/companycredits?ref_=tt_dt_co,unreachable
http://www.imdb.com/title/tt0400522/releaseinfo?ref_=tt_ov_inf,unreachable
http://www.imdb.com/title/tt0424228/releaseinfo?ref_=tt_ov_inf,unreachable
http://www.imdb.com/title/tt0434968/fullcredits/,unreachable
http://www.imdb.com/title/tt0478976/,unreachable
http://www.imdb.com/title/tt0795421/releaseinfo?ref_=tt_ov_inf,unreachable
http://www.imdb.com/title/tt1291150/releaseinfo?ref_=tt_ov_inf,unreachable
http://www.imdb.com/title/tt1664892/combined,unreachable
http://www.imdb.com/title/tt2049474/releaseinfo,unreachable
http://www.imdb.com/title/tt2660888/releaseinfo?ref_=tt_dt_dt,unreachable
http://www.imdb.com/title/tt3609402/releaseinfo,unreachable
http://www.imdb.com/title/tt3949660/releaseinfo?ref_=tt_ov_inf,unreachable
http://www.imdb.com/title/tt4278418/releaseinfo,unreachable
http://www.imdb.com/title/tt4696340/releaseinfo,unreachable
http://www.infoplease.com/biography/actors.html,unreachable
http://www.journals.elsevier.com/international-review-of-economics-education/,unreachable
http://www.legacy.com/obituaries/twincities/obituary.aspx?pid=565270,unreachable
http://www.livius.org/w/weights/weights2.html,unreachable
http://www.lulu.com/shop/arkady-strugatsky-and-boris-strugatsky/monday-begins-on-saturday/ebook/product-22059715.html,unreachable
http://www.lynnnews.co.uk/news/local/latest-local-news/latest-news-earl-of-leicester-dies-aged-78-1-6710037,unreachable
http://www.mba.ac.uk/nmbl/projects/people/presidents/gpbidder,unreachable
http://www.mfa.org/collections/object/landscape-34906,unreachable
http://www.mfa.org/collections/object/musical-instruments-and-sculpture-in-a-classical-interior-31455,unreachable
http://www.mfa.org/collections/object/portrait-of-a-gentleman-33819,unreachable
http://www.mfa.org/collections/object/portrait-of-josephine-l-rantoul-35880,unreachable
http://www.mfa.org/collections/object/view-of-mt-monadnock-34123,unreachable
http://www.mfa.org/collections/object/virgin-and-child-saint-nicholas-archangel-michael-30903,unreachable
http://www.mfa.org/collections/object/young-lady-in-cauchoise-dress-31070,unreachable
http://www.microsofttranslator.com/bv.aspx?from=&to=en&a=http%3A%2F%2Fgloboesporte.globo.com%2Folimpiadas%2Fjudo%2Fnoticia%2F2016%2F08%2Fo-alicerce-que-ninguem-ve-namorada-cuida-de-tudo-para-que-rafaela-so-lutee.html,unreachable
http://www.moma.org/collection/artists/104,unreachable
http://www.moma.org/collection/artists/3829,unreachable
http://www.moma.org/collection/artists/4314,unreachable
http://www.moma.org/collection/artists/7615,unreachable
http://www.moma.org/collection/browse_results.php?object_id=78315,unreachable
http://www.moma.org/collection/browse_results.php?object_id=78347,unreachable
http://www.moma.org/collection/browse_results.php?object_id=78582,unreachable
http://www.moma.org/collection/browse_results.php?object_id=79041,unreachable
http://www.moma.org/collection/browse_results.php?object_id=79070,unreachable
http://www.moma.org/collection/browse_results.php?object_id=79203,unreachable
http://www.moma.org/collection/browse_results.php?object_id=79583,unreachable
http://www.moma.org/collection/browse_results.php?object_id=80198,unreachable
http://www.moma.org/collection/browse_results.php?object_id=80432,unreachable
http://www.moma.org/collection/browse_results.php?object_id=80580,unreachable
http://www.moma.org/collection/browse_results.php?object_id=83416,unreachable
http://www.moma.org/collection/browse_results.php?object_id=83422,unreachable
http://www.moma.org/collection/browse_results.php?object_id=89953,unreachable
http://www.mundoplus.tv/noticias/?seccion=programacion&relacionadas=dc&id=8143,unreachable
http://www.mundoplus.tv/noticias/?seccion=series&relacionadas=dc&id=5369,unreachable
http://www.nme.com/news/paul-simon/62678,unreachable
http://www.nndc.bnl.gov/chart/reCenter.jsp?z=2&n=6,unreachable
http://www.nytimes.com/2013/08/30/arts/television/spiral-and-3-other-french-shows-worth-seeking-out.html,unreachable
http://www.ofcom.org.uk/static/radiolicensing/html/tv/cs/tlcs001055ba1kanal9.htm,unreachable
http://www.opensubtitles.org/en/subtitles/5760235/an-adventure-in-space-and-time-en,unreachable
http://www.openvas.org/news_archive.html#openvas8,unreachable
"http://www.oxforddnb.com/view/article/24614/?back=,24613",unreachable
http://www.oxfordmusiconline.com/subscriber/article/grove/music/01649,unreachable
"http://www.planetehockey.com/news-carnet-noir-deces-de-gaetan-boucher,58378.html",unreachable
http://www.pulitzer.org/winners/7223,unreachable
http://www.reunamedia.com/jutut/tampereen-y%C3%B6kerhohistoria/,unreachable
http://www.salvador-dali.org/cataleg_raonat/fitxa_obra.php?obra=640&inici=1947&fi=1951,unreachable
http://www.siteducyclisme.net/coureurfiche.php?coureurid=5459,unreachable
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=11081,unreachable
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=13132,unreachable
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=13226,unreachable
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=21313,unreachable
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=26864,unreachable
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=33616,unreachable
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=508,unreachable
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=6812,unreachable
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=7586,unreachable
http://www.sportquick.com/dicostar/surf-67/hoarau-anne-gaelle-12597.html,unreachable
http://www.sports-reference.com/olympics/athletes/ja/dan-jansen-1.html,unreachable
http://www.sports-reference.com/olympics/athletes/ka/sandor-kalo-1.html,unreachable
http://www.sports-reference.com/olympics/athletes/kw/alexander-kwangwari-1.html,unreachable
http://www.sports-reference.com/olympics/athletes/la/peter-lash-jr-1.html,unreachable
http://www.sports-reference.com/olympics/athletes/la/shmuel-laviv-lubin-1.html,unreachable
http://www.sports-reference.com/olympics/athletes/ma/per-mattson-1.html,unreachable
http://www.sports-reference.com/olympics/athletes/mu/peter-mueller-1.html,unreachable
http://www.sports-reference.com/olympics/athletes/mu/william-murray-2.html,unreachable
http://www.sports-reference.com/olympics/athletes/ow/edward-owusu-1.html,unreachable
http://www.sports-reference.com/olympics/athletes/pa/zorica-pavicevic-1.html,unreachable
http://www.sports-reference.com/olympics/athletes/po/golnur-postnikova-1.html,unreachable
http://www.sports-reference.com/olympics/athletes/ta/omar-tayara-1.html,unreachable
http://www.star-ecentral.com/news/story.asp?file=/2008/9/28/movies/2090281&sec=movies,unreachable
http://www.stoa.org/abbreviations.html,unreachable
http://www.ted.com/talks/abigail_washburn_building_us_china_relations_by_banjo.html,unreachable
http://www.ted.com/talks/adam_ostrow_after_your_final_status_update.html,unreachable
http://www.ted.com/talks/alex_tabarrok_foresees_economic_growth.html,unreachable
http://www.ted.com/talks/andrew_bird_s_one_man_orchestra_of_the_imagination.html,unreachable
http://www.ted.com/talks/andy_puddicombe_all_it_takes_is_10_mindful_minutes.html,unreachable
http://www.ted.com/talks/aparna_rao_high_tech_art_with_a_sense_of_humor.html,unreachable
http://www.ted.com/talks/arvind_gupta_turning_trash_into_toys_for_learning.html,unreachable
http://www.ted.com/talks/ben_katchor_s_comics_of_old_new_york.html,unreachable
http://www.ted.com/talks/bertrand_piccard_s_solar_powered_adventure.html,unreachable
http://www.ted.com/talks/billy_collins_everyday_moments_caught_in_time.html,unreachable
http://www.ted.com/talks/boghuma_kabisen_titanji_ethical_riddles_in_hiv_research.html,unreachable
http://www.ted.com/talks/boniface_mwangi_boniface_mwangi_the_day_i_stood_up_alone.html,unreachable
http://www.ted.com/talks/charmian_gooch_meet_global_corruption_s_hidden_players.html,unreachable
http://www.ted.com/talks/clay_shirky_on_institutions_versus_collaboration.html,unreachable
http://www.ted.com/talks/dan_barber_s_surprising_foie_gras_parable.html,unreachable
http://www.ted.com/talks/david_blaine_how_i_held_my_breath_for_17_min.html,unreachable
http://www.ted.com/talks/deborah_scranton_on_her_war_tapes.html,unreachable
http://www.ted.com/talks/dennis_hong_my_seven_species_of_robot.html,unreachable
http://www.ted.com/talks/didier_sornette_how_we_can_predict_the_next_financial_crisis.html,unreachable
http://www.ted.com/talks/dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets.html,unreachable
http://www.ted.com/talks/emmanuel_jal_the_music_of_a_war_child.html,unreachable
http://www.ted.com/talks/ernesto_sirolli_want_to_help_someone_shut_up_and_listen.html,unreachable
http://www.ted.com/talks/eythor_bender_demos_human_exoskeletons.html,unreachable
http://www.ted.com/talks/freeman_dyson_says_let_s_look_for_life_in_the_outer_solar_system.html,unreachable
http://www.ted.com/talks/george_smoot_on_the_design_of_the_universe.html,unreachable
http://www.ted.com/talks/guillaume_nery_the_exhilarating_peace_of_freediving.html,unreachable
http://www.ted.com/talks/hans_rosling_the_truth_about_hiv.html,unreachable
http://www.ted.com/talks/hector_ruiz_on_connecting_the_world.html,unreachable
http://www.ted.com/talks/ian_goldin_navigating_our_global_future.html,unreachable
http://www.ted.com/talks/james_howard_kunstler_dissects_suburbia.html,unreachable
http://www.ted.com/talks/james_watson_on_how_he_discovered_dna.html,unreachable
http://www.ted.com/talks/jessica_green_good_germs_make_healthy_buildings.html,unreachable
http://www.ted.com/talks/john_maeda_on_the_simple_life.html,unreachable
http://www.ted.com/talks/joshua_prager_in_search_for_the_man_who_broke_my_neck.html,unreachable
http://www.ted.com/talks/kailash_satyarthi_how_to_make_peace_get_angry.html,unreachable
http://www.ted.com/talks/kamal_meattle_on_how_to_grow_your_own_fresh_air.html,unreachable
http://www.ted.com/talks/kate_hartman_the_art_of_wearable_communication.html,unreachable
http://www.ted.com/talks/kate_orff_oysters_as_architecture.html,unreachable
http://www.ted.com/talks/lalitesh_katragadda_making_maps_to_fight_disaster_build_economies.html,unreachable
http://www.ted.com/talks/lemon_andersen_performs_please_don_t_take_my_air_jordans.html,unreachable
http://www.ted.com/talks/malte_spitz_your_phone_company_is_watching.html,unreachable
http://www.ted.com/talks/michel_laberge_how_synchronized_hammer_strikes_could_generate_nuclear_fusion.html,unreachable
http://www.ted.com/talks/mike_matas.html,unreachable
http://www.ted.com/talks/monica_lewinsky_the_price_of_shame.html,unreachable
http://www.ted.com/talks/nathan_wolfe_hunts_for_the_next_aids.html,unreachable
http://www.ted.com/talks/nina_jablonski_breaks_the_illusion_of_skin_color.html,unreachable
http://www.ted.com/talks/patrick_chappatte_the_power_of_cartoons.html,unreachable
http://www.ted.com/talks/paul_conneally_digital_humanitarianism.html,unreachable
http://www.ted.com/talks/pete_alcorn_s_vision_of_a_better_world.html,unreachable
http://www.ted.com/talks/rachel_botsman_the_currency_of_the_new_economy_is_trust.html,unreachable
http://www.ted.com/talks/rives_on_4_a_m.html,unreachable
http://www.ted.com/talks/sandra_aamodt_why_dieting_doesn_t_usually_work.html,unreachable
http://www.ted.com/talks/sarah_jones_as_a_one_woman_global_village.html,unreachable
http://www.ted.com/talks/sergey_brin_why_google_glass.html,unreachable
http://www.ted.com/talks/shane_koyczan_to_this_day_for_the_bullied_and_beautiful.html,unreachable
http://www.ted.com/talks/shea_hembrey_how_i_became_100_artists.html,unreachable
http://www.ted.com/talks/sheila_nirenberg_a_prosthetic_eye_to_treat_blindness.html,unreachable
http://www.ted.com/talks/shimon_schocken_the_self_organizing_computer_course.html,unreachable
http://www.ted.com/talks/skylar_tibbits_can_we_make_things_that_make_themselves.html,unreachable
http://www.ted.com/talks/srdja_popovic_how_to_topple_a_dictator.html,unreachable
http://www.ted.com/talks/susan_cain_the_power_of_introverts.html,unreachable
http://www.ted.com/talks/suzanne_talhouk_don_t_kill_your_language.html,unreachable
http://www.ted.com/talks/tali_sharot_the_optimism_bias.html,unreachable
http://www.ted.com/talks/the_inspiration_of_second_life.html,unreachable
http://www.ted.com/talks/tom_uglow_an_internet_without_screens_might_look_like_this.html,unreachable
http://www.ted.com/talks/viktor_frankl_youth_in_search_of_meaning.html,unreachable
http://www.ted.com/talks/vincent_cochetel_i_was_held_hostage_for_317_days_here_s_what_i_thought_about.html,unreachable
http://www.thetelegraphandargus.co.uk/news/newsindex/display.var.2237150.0.big_names_lined_up_for_literature_festival.php,unreachable
http://www.tsmc.com/english/dedicatedFoundry/technology/90nm.htm,unreachable
http://www.tvfestival.com/pdfz/2014_palmares_uk.pdf,unreachable
http://www.unece.org/fileadmin/DAM/trans/conventn/ECE-TRANS-SC1-384e.pdf,unreachable
http://www.unesco.org/mabdb/br/brdir/directory/biores.asp?code=USA+25&mode=all,unreachable
http://www.unesco.org/mabdb/br/brdir/directory/biores.asp?code=USA+42&mode=all,unreachable
http://www.unesco.org/new/en/natural-sciences/environment/earth-sciences/global-geoparks/global-geopark-infosheets/,unreachable
http://www.unesco.org/new/en/natural-sciences/environment/ecological-sciences/biosphere-reserves/asia-and-the-pacific/indonesia/giam-siak-kecil-bukit-batu/,unreachable
http://www.unesco.org/new/en/natural-sciences/environment/ecological-sciences/biosphere-reserves/europe-north-america/united-kingdom-of-great-britain-and-northern-ireland/galloway-and-southern-ayrshire-biosphere/,unreachable
http://www.unesco.org/new/en/natural-sciences/environment/ecological-sciences/biosphere-reserves/latin-america-and-the-caribbean/ecuador/bosque-seco/,unreachable
http://www.unesco.org/new/en/social-and-human-sciences/events/prizes-and-celebrations/unesco-prizes/,unreachable
http://www.who.int/healthinfo/global_burden_disease/estimates/en/index2.html,unreachable
http://www12.statcan.ca/census-recensement/2011/dp-pd/prof/details/page.cfm?Lang=F&Geo1=CSD&Code1=4816852&Geo2=CD&Code2=4816&Data=Count&SearchText=Dog%20Head%20218&SearchType=Begins&SearchPR=01&B1=All&Custom=&TABID=1,unreachable
http://www2.census.gov/prod2/decennial/documents/1890a_v1.zip,unreachable
http://www2.census.gov/prod2/decennial/documents/33405927v1.zip,unreachable
http://zenekucko.ucoz.com/blog/donovan_sunshine_superman_1966_2005_epic_emi/2013-05-29-8759,unreachable
https://blog.process-one.net/ejabberd-15-04/,unreachable
https://figshare.com/articles/GRID_release_2016_02_29/3080443,unreachable
https://figshare.com/articles/GRID_release_2016-04-28/3205624,unreachable
https://forums.comodo.com/news-announcements-feedback-cis/comodo-internet-security-8405076-build-is-released-t116113.0.html,unreachable
https://github.com/caddyserver/caddyserver.com/blob/master/content/blog/caddy-0_9-released.md,unreachable
https://puppet.com/blog/say-hello-to-open-source-puppet-4,unreachable
https://ratings.fide.com/id.phtml?event=1002627,unreachable
https://ratings.fide.com/id.phtml?event=100340,unreachable
https://ratings.fide.com/id.phtml?event=100536,unreachable
https://ratings.fide.com/id.phtml?event=1100114,unreachable
https://ratings.fide.com/id.phtml?event=1103881,unreachable
https://ratings.fide.com/id.phtml?event=1104616,unreachable
https://ratings.fide.com/id.phtml?event=1105680,unreachable
https://ratings.fide.com/id.phtml?event=1106236,unreachable
https://ratings.fide.com/id.phtml?event=1124552,unreachable
https://ratings.fide.com/id.phtml?event=11601876,unreachable
https://ratings.fide.com/id.phtml?event=1205730,unreachable
https://ratings.fide.com/id.phtml?event=13301349,unreachable
https://ratings.fide.com/id.phtml?event=13401661,unreachable
https://ratings.fide.com/id.phtml?event=13402951,unreachable
