ref_value,publisher_type
http://www.aada.edu,company
http://www.allmusic.com,company
http://www.arabianbusiness.com,company
http://www.archive.org,company
http://www.archlinux.org,company
http://www.artistdirect.com,company
http://www.artsjournal.com,company
http://www.audacityteam.org,company
http://www.bbc.co.uk,company
http://www.billgladstone.ca,company
http://www.bindingdb.org,company
http://www.bizjournals.com,company
http://www.blackfilm.com,company
http://www.blakeschool.org,company
http://www.blend4web.com,company
http://www.boxofficemojo.com,company
http://www.bristol.ac.uk,company
http://www.britannica.com,company
http://www.brooklynmuseum.org,company
http://www.bvbinfo.com,company
http://www.canada.com,company
http://www.catholic-hierarchy.org,company
http://www.cb300.com,company
http://www.cdbaby.com,company
http://www.census.gov,govt
http://www.ciaaw.org,company
http://www.clsp.jhu.edu,company
http://www.coolantarctica.com,company
http://www.crawltrack.net,company
http://www.crunchbase.com,company
http://www.dbnl.org,company
http://www.debian.org,company
http://www.demotix.com,company
http://www.dubaicityguide.com,company
http://www.e-yearbook.com,company
http://www.edanhughes.com,company
http://www.entente-ee.com,company
http://www.esrb.org,company
http://www.eurodressage.com,company
http://www.eurohandball.com,company
http://www.europarl.europa.eu,govt
http://www.filmovizija.com,company
http://www.filmreference.com,company
http://www.fromages-aop.com,company
http://www.fundacionbancosantander.com,company
http://www.futhead.com,company
http://www.gc-cup.com,company
http://www.geni.com,company
http://www.genome.gov,govt
http://www.geopostcodes.com,company
http://www.getty.edu,company
http://www.gmv.com,company
http://www.gracesguide.co.uk,company
http://www.guggenheim.org,company
http://www.hardcoregamer.com,company
http://www.henry-moore.org,company
http://www.hewlett.org,company
http://www.huffingtonpost.com,company
http://www.independent.co.uk,company
http://www.instagram.com,company
http://www.issf-sports.org,company
http://www.ittf.com,company
http://www.itu.int,company
http://www.johnkcastle.com,company
http://www.jrrio.com,company
http://www.judoinside.com,company
http://www.kde.org,company
http://www.khronos.org,company
http://www.laquadrature.net,sp_source
http://www.leparcorama.com,company
http://www.leshommessansepaules.com,sp_source
http://www.liferay.com,company
http://www.livius.org,company
http://www.lulu.com,company
http://www.lynnnews.co.uk,company
http://www.mba.ac.uk,company
http://www.metalstorm.net,company
http://www.metmuseum.org,company
http://www.microsofttranslator.com,company
http://www.mozilla.org,company
http://www.nationalgallery.org.uk,company
http://www.nationaltrustcollections.org.uk,company
http://www.ncbi.nlm.nih.gov,govt
http://www.newyorker.com,company
http://www.nfl.com,company
http://www.nga.gov,company
http://www.nndb.com,company
http://www.nndc.bnl.gov,govt
http://www.nytimes.com,news
http://www.openvas.org,company
http://www.pafa.org,company
http://www.parlement.com,company
http://www.pastscape.org.uk,company
http://www.phillipscollection.org,company
http://www.planetehockey.com,company
http://www.poetsgraves.co.uk,company
http://www.procyclingstats.com,company
http://www.profilecanada.com,company
http://www.progarchives.com,company
http://www.rada.ac.uk,company
http://www.redorbit.com,company
http://www.rhapsody.com,company
http://www.rio2016.com,company
http://www.salvador-dali.org,company
http://www.salzburg.com,company
http://www.scottisharchitects.org.uk,company
http://www.sothebys.com,company
http://www.sufyanismail.com,company
http://www.telegraph.co.uk,company
http://www.thegazette.co.uk,company
http://www.thestar.com,company
http://www.thetalentmanager.co.uk,company
http://www.thetelegraphandargus.co.uk,news
http://www.thnk.org,company
http://www.transsiberianexpress.net,company
http://www.unesco.org,company
http://www.valpo.edu,company
http://www.vanitatis.elconfidencial.com,company
http://www.viaf.org,company
http://www.virtualbox.org,company
http://www.washingtonpost.com,news
http://www.webcitation.org,nw
http://www.who.int,company
http://www.wireshark.org,company
http://www.xkcd.com,company
http://yba.llgc.org.uk,govt
http://yum.baseurl.org,company
http://zenekucko.ucoz.com,company
