rev_id,item_id,item_label,stat_property,property_label,stat_value,value_label,ref_value,ref_domain
158688405.0,Q490029,Marion County,P1082,population,+28780,+28780,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158263043.0,Q26807,Prince George's County,P1082,population,+881419,+881419,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158263043.0,Q26807,Prince George's County,P1082,population,+881419,+881419,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158257445.0,Q1139827,West Carroll Parish,P1082,population,+11604,+11604,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158288306.0,Q500698,Graves County,P1082,population,+37451,+37451,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158296102.0,Q507336,Tipton County,P1082,population,+15936,+15936,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158260767.0,Q156632,Calhoun County,P1082,population,+6509,+6509,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158288831.0,Q501043,Polk County,P1082,population,+623009,+623009,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158291314.0,Q502487,Yancey County,P1082,population,+17566,+17566,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158291314.0,Q502487,Yancey County,P1082,population,+17566,+17566,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158255103.0,Q111250,Blount County,P1082,population,+57742,+57742,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158255103.0,Q111250,Blount County,P1082,population,+57742,+57742,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158255103.0,Q111250,Blount County,P1082,population,+57742,+57742,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158272717.0,Q484586,San Saba County,P1082,population,+6016,+6016,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158259319.0,Q153251,Mesa County,P1082,population,+146464,+146464,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158291098.0,Q502431,Dorchester County,P1082,population,+137651,+137651,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158291166.0,Q502451,Hunterdon County,P1082,population,+126946,+126946,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158283122.0,Q61020,Benton County,P1082,population,+237297,+237297,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158255521.0,Q111633,Calhoun County,P1082,population,+5079,+5079,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158263803.0,Q28321,Billings County,P1082,population,+874,+874,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158276399.0,Q486458,Union County,P1082,population,+17808,+17808,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158274145.0,Q485524,Delaware County,P1082,population,+175217,+175217,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158274569.0,Q485715,Mitchell County,P1082,population,+10788,+10788,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158275707.0,Q486243,Goodhue County,P1082,population,+46181,+46181,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158298110.0,Q513792,Powhatan County,P1082,population,+28259,+28259,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158298110.0,Q513792,Powhatan County,P1082,population,+28259,+28259,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158283917.0,Q61481,Sharp County,P1082,population,+17049,+17049,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158275159.0,Q486048,Clark County,P1082,population,+35610,+35610,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158288459.0,Q500767,Knox County,P1082,population,+31790,+31790,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158284548.0,Q847673,Clay County,P1082,population,+9284,+9284,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158284548.0,Q847673,Clay County,P1082,population,+9284,+9284,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158274311.0,Q490966,Richland County,P1082,population,+16234,+16234,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158257764.0,Q114923,Cattaraugus County,P1082,population,+80317,+80317,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158268466.0,Q374382,Sheridan County,P1082,population,+2550,+2550,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158293671.0,Q505359,Martin County,P1082,population,+24505,+24505,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158282910.0,Q58711,Yavapai County,P1082,population,+212530,+212530,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158283905.0,Q496486,Washington County,P1082,population,+25195,+25195,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158291420.0,Q502516,Clay County,P1082,population,+10650,+10650,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158276882.0,Q493033,Long County,P1082,population,+15194,+15194,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158298559.0,Q54079,Norfolk County,P1082,population,+682078,+682078,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158688076.0,Q489729,Kimball County,P1082,population,+3821,+3821,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158263279.0,Q27018,Hays County,P1082,population,+169013,+169013,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158254321.0,Q110389,Shelby County,P1082,population,+25792,+25792,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158252401.0,Q108077,Alpine County,P1082,population,+1138,+1138,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
155799388.0,Q104994,Los Angeles County,P1082,population,+9951690,+9951690,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
155798772.0,Q104994,Los Angeles County,P1082,population,+9885201,+9885201,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158272219.0,Q484505,Caldwell County,P1082,population,+9205,+9205,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158279598.0,Q494923,Trempealeau County,P1082,population,+29376,+29376,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158279598.0,Q494923,Trempealeau County,P1082,population,+29376,+29376,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158279598.0,Q494923,Trempealeau County,P1082,population,+29376,+29376,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158688037.0,Q489687,Webster County,P1082,population,+3812,+3812,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158288651.0,Q500897,Jackson County,P1082,population,+20644,+20644,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158255886.0,Q111904,Mason County,P1082,population,+60497,+60497,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158288284.0,Q500686,Jackson County,P1082,population,+13491,+13491,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158277813.0,Q488517,Brevard County,P1082,population,+544224,+544224,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
301065920.0,Q484678,Berkeley,P1082,population,+112580,+112580,http://quickfacts.census.gov/qfd/states/06/0606000.html,quickfacts.census.gov
158688544.0,Q490161,Fayette County,P1082,population,+28849,+28849,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158291932.0,Q502875,Iredell County,P1082,population,+162694,+162694,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158251490.0,Q38022,St. Louis,P1082,population,+319294,+319294,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158287428.0,Q498104,Johnson County,P1082,population,+23422,+23422,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
237623394.0,Q1871330,Bristol,P1082,population,+211,+211,http://www2.census.gov/prod2/decennial/documents/1790a.zip,www2.census.gov
237657921.0,Q1871330,Bristol,P1082,population,+1828,+1828,http://www2.census.gov/prod2/decennial/documents/1890a_v1.zip,www2.census.gov
158277203.0,Q487534,Roosevelt County,P1082,population,+20444,+20444,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158263989.0,Q288592,Geauga County,P1082,population,+93972,+93972,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158259271.0,Q142369,Lancaster County,P1082,population,+519445,+519445,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158259271.0,Q142369,Lancaster County,P1082,population,+519445,+519445,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158275799.0,Q486293,Alpena County,P1082,population,+29546,+29546,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158296551.0,Q507892,Polk County,P1082,population,+20442,+20442,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158269489.0,Q376113,Barber County,P1082,population,+4847,+4847,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158252022.0,Q49231,Norfolk,P1082,population,+246007,+246007,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158279554.0,Q489420,Anderson County,P1082,population,+187126,+187126,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158298892.0,Q54441,Strafford County,P1082,population,+123880,+123880,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158298892.0,Q54441,Strafford County,P1082,population,+123880,+123880,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158280943.0,Q495479,Pittsburg County,P1082,population,+45035,+45035,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158260436.0,Q156471,Jefferson County,P1082,population,+251306,+251306,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158263892.0,Q284840,Latah County,P1082,population,+37830,+37830,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158276996.0,Q486920,Boyle County,P1082,population,+29013,+29013,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158274016.0,Q485463,Worth County,P1082,population,+7541,+7541,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158279807.0,Q489571,Washington County,P1082,population,+61466,+61466,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158289099.0,Q501163,Sarasota County,P1082,population,+381626,+381626,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158256249.0,Q112488,Edwards County,P1082,population,+6672,+6672,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158688145.0,Q489779,New Madrid County,P1082,population,+18483,+18483,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158257625.0,Q114459,Pecos County,P1082,population,+15589,+15589,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
222169393.0,Q1188982,Dennis Breder,P1087,Elo rating,+2465,+2465,https://ratings.fide.com/id.phtml?event=4636945,ratings.fide.com
158261939.0,Q24645,Elkhart County,P1082,population,+200563,+200563,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158278745.0,Q494536,Jerome County,P1082,population,+22461,+22461,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158260554.0,Q156496,Houston County,P1082,population,+23732,+23732,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158260554.0,Q156496,Houston County,P1082,population,+23732,+23732,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158295776.0,Q507016,St. James Parish,P1082,population,+21752,+21752,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158264124.0,Q302852,Lincoln County,P1082,population,+45849,+45849,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158267768.0,Q340606,Dinwiddie County,P1082,population,+28040,+28040,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158267768.0,Q340606,Dinwiddie County,P1082,population,+28040,+28040,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158274847.0,Q491221,Forrest County,P1082,population,+77059,+77059,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158276673.0,Q492310,Antelope County,P1082,population,+6685,+6685,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158254166.0,Q110130,Ellis County,P1082,population,+152466,+152466,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158287105.0,Q497938,Johnston County,P1082,population,+174801,+174801,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158292387.0,Q503468,Robertson County,P1082,population,+2216,+2216,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158255862.0,Q111886,Benton County,P1082,population,+25699,+25699,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158262072.0,Q253538,Perry County,P1082,population,+10020,+10020,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158283893.0,Q61472,Prairie County,P1082,population,+8715,+8715,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158259678.0,Q156253,Columbia County,P1082,population,+3998,+3998,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158292773.0,Q504284,Beauregard Parish,P1082,population,+36240,+36240,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158258671.0,Q119372,Tama County,P1082,population,+17767,+17767,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158258671.0,Q119372,Tama County,P1082,population,+17767,+17767,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158293339.0,Q504842,Gilmer County,P1082,population,+8711,+8711,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158273760.0,Q485402,Greene County,P1082,population,+14288,+14288,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158273760.0,Q485402,Greene County,P1082,population,+14288,+14288,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158271386.0,Q484304,Atchison County,P1082,population,+5660,+5660,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158256150.0,Q112220,Douglas County,P1082,population,+114322,+114322,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158273017.0,Q490443,Stevens County,P1082,population,+9726,+9726,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158279125.0,Q494716,Moore County,P1082,population,+6350,+6350,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158294895.0,Q506309,Pulaski County,P1082,population,+63429,+63429,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158254829.0,Q110750,Foard County,P1082,population,+1307,+1307,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
