user,kappa,agree_count,kappa_bin
40842537,0.33484162895927605,14,0.2–0.4
37444582,0.3529411764705883,14,0.2–0.4
42404850,0.4042553191489361,17,0.4–0.6
40957436,0.0,14,<0
41451114,0.42105263157894735,17,0.4–0.6
26079868,0.49504950495049505,14,0.4–0.6
23228736,0.38983050847457623,14,0.2–0.4
37636971,0.10000000000000009,11,0–0.2
41110198,0.3500000000000001,9,0.2–0.4
22204662,0.27071823204419887,16,0.2–0.4
38990852,0.4025974025974025,17,0.4–0.6
38405796,0.23943661971830987,15,0.2–0.4
37454844,0.7790697674418605,17,0.6–0.8
40714779,0.32450331125827814,11,0.2–0.4
32316049,0.42105263157894735,16,0.4–0.6
41569922,0.19999999999999996,13,0–0.2
42403286,0.5319148936170213,9,0.4–0.6
42409065,0.0,12,<0
38827747,0.5652173913043479,17,0.4–0.6
36019136,0.48051948051948057,16,0.4–0.6
36374994,0.136,12,0–0.2
29661345,0.4193548387096774,15,0.4–0.6
40637418,0.4285714285714286,14,0.4–0.6
40031413,0.4267515923566879,13,0.4–0.6
39813193,0.32000000000000006,11,0.2–0.4
36930849,0.26530612244897955,12,0.2–0.4
19543823,0.25,10,0.2–0.4
37637336,-0.05882352941176472,12,<0
42673816,0.30061349693251527,13,0.2–0.4
39119481,0.07954545454545459,9,0–0.2
42534327,0.26203208556149726,17,0.2–0.4
26500151,-0.1702127659574466,6,<0
31839043,0.4674556213017752,13,0.4–0.6
40165051,0.3522267206477733,12,0.2–0.4
35068908,0.33333333333333337,17,0.2–0.4
33030870,0.5161290322580645,17,0.4–0.6
38012668,0.15083798882681576,11,0–0.2
40389517,0.4108527131782945,15,0.4–0.6
22676073,0.0,16,<0
32417589,0.2044025157232704,12,0.2–0.4
42405621,0.1674008810572688,12,0–0.2
41580788,0.3936170212765958,13,0.2–0.4
29341178,0.25,14,0.2–0.4
35725731,0.31818181818181823,7,0.2–0.4
30334833,0.467741935483871,8,0.4–0.6
35792870,0.32692307692307687,9,0.2–0.4
41862402,-0.061224489795918435,9,<0
35564148,-0.034482758620689724,17,<0
42436409,0.30434782608695654,20,0.2–0.4
37190188,0.04347826086956519,5,0–0.2
39413146,0.041095890410958735,9,0–0.2
41406112,0.1333333333333333,6,0–0.2
39116185,0.0,6,<0
38003391,0.18367346938775508,11,0–0.2
40756808,0.4509803921568628,12,0.4–0.6
30487713,0.24096385542168675,15,0.2–0.4
42659082,0.26356589147286824,14,0.2–0.4
42267249,0.4303797468354431,13,0.4–0.6
35633674,-0.07042253521126773,15,<0
20785571,0.0,17,<0
39550222,0.17391304347826086,11,0–0.2
36925892,0.4137931034482759,13,0.4–0.6
32173405,0.32000000000000006,14,0.2–0.4
39508439,0.0625,9,0–0.2
42134452,0.5272727272727273,11,0.4–0.6
35025879,0.5982142857142857,12,0.4–0.6
39740707,0.4157303370786517,9,0.4–0.6
34360123,0.3191489361702128,12,0.2–0.4
39204918,0.475,11,0.4–0.6
34304768,0.0,9,<0
39098712,0.4285714285714286,12,0.4–0.6
35156530,0.48684210526315785,10,0.4–0.6
38273134,0.625,13,0.6–0.8
37504945,0.18181818181818188,13,0–0.2
36401048,0.5048543689320388,14,0.4–0.6
7690577,0.5957446808510638,16,0.4–0.6
40953763,0.6633663366336634,15,0.6–0.8
17331385,0.5,15,0.4–0.6
38194580,0.5526315789473684,15,0.4–0.6
30055681,0.18918918918918926,11,0–0.2
38123314,0.34375,11,0.2–0.4
42218140,-0.10975609756097571,6,<0
41276457,0.3170731707317074,10,0.2–0.4
38170070,0.14634146341463405,8,0–0.2
31598591,-0.10169491525423724,8,<0
41844780,0.11688311688311681,13,0–0.2
42745470,0.00917431192660545,12,0–0.2
38524584,0.19008264462809932,7,0–0.2
41433005,0.4838709677419355,12,0.4–0.6
42017824,0.33333333333333337,12,0.2–0.4
41563050,0.5483870967741935,12,0.4–0.6
39759039,0.5942028985507246,12,0.4–0.6
6355877,0.4144144144144143,8,0.4–0.6
30610730,0.1875,9,0–0.2
41856474,0.53125,11,0.4–0.6
33950445,0.20454545454545447,9,0.2–0.4
41015812,0.3162393162393162,11,0.2–0.4
42414846,0.368421052631579,9,0.2–0.4
23188187,0.06306306306306309,5,0–0.2
40582709,0.3513513513513514,14,0.2–0.4
39039918,0.30666666666666664,9,0.2–0.4
39114609,0.11111111111111116,8,0–0.2
34118863,0.4291845493562231,12,0.4–0.6
31681358,0.1578947368421053,11,0–0.2
38700241,0.16666666666666663,10,0–0.2
30406175,0.16666666666666663,12,0–0.2
32833920,0.5294117647058824,11,0.4–0.6
31269093,0.4,7,0.2–0.4
32049067,0.2727272727272727,11,0.2–0.4
40678288,0.4516129032258065,15,0.4–0.6
19814613,0.0,15,<0
29545498,0.19047619047619035,12,0–0.2
41166195,0.21739130434782616,13,0.2–0.4
31840799,-0.07594936708860778,12,<0
41437076,0.4461538461538461,14,0.4–0.6
34351472,0.22448979591836737,15,0.2–0.4
39397009,0.0,11,<0
22245763,-0.04347826086956519,10,<0
39792203,0.38378378378378375,13,0.2–0.4
35183483,0.0,10,<0
33675441,0.11764705882352944,11,0–0.2
40705881,0.15094339622641506,9,0–0.2
36804219,0.43999999999999995,12,0.4–0.6
41223918,-0.03703703703703698,12,<0
38924796,0.1208791208791209,11,0–0.2
40839765,0.1428571428571429,9,0–0.2
42744739,0.0,12,<0
32692232,0.140625,6,0–0.2
32568930,0.17582417582417575,10,0–0.2
37665981,0.3316582914572864,12,0.2–0.4
28012625,0.2727272727272727,10,0.2–0.4
35607359,0.0,12,<0
37559906,0.1515151515151515,10,0–0.2
40722460,0.24705882352941178,12,0.2–0.4
35537815,0.18918918918918914,13,0–0.2
34056932,0.22077922077922074,11,0.2–0.4
36182687,0.6129032258064516,16,0.6–0.8
39977440,0.09090909090909094,9,0–0.2
37927031,0.0,6,<0
25879918,0.3647058823529412,15,0.2–0.4
36725706,0.3382352941176471,12,0.2–0.4
37780823,1.0,15,0.8–1.0
34779866,0.6438356164383562,11,0.6–0.8
19045009,0.2941176470588235,6,0.2–0.4
33117353,0.1558441558441559,8,0–0.2
40984085,0.16129032258064524,7,0–0.2
29006697,0.17647058823529405,11,0–0.2
20814552,0.0,8,<0
30128662,0.5111111111111112,9,0.4–0.6
40877846,0.17647058823529416,5,0–0.2
40482842,0.17721518987341767,8,0–0.2
40338958,0.014084507042253502,9,0–0.2
41249769,0.23076923076923073,7,0.2–0.4
35473106,0.48571428571428565,13,0.4–0.6
6680559,0.6842105263157895,10,0.6–0.8
33675511,0.40909090909090917,9,0.4–0.6
31650069,0.04807692307692302,7,0–0.2
31651896,0.024390243902439046,6,0–0.2
36257971,0.11439114391143912,8,0–0.2
40880086,0.13705583756345174,7,0–0.2
36069039,0.49557522123893805,13,0.4–0.6
32469597,0.3918918918918919,9,0.2–0.4
31725635,0.4878048780487805,11,0.4–0.6
34394876,0.3623188405797102,7,0.2–0.4
41808153,0.2499999999999999,8,0.2–0.4
41189648,0.3181818181818181,10,0.2–0.4
38131710,0.27884615384615385,10,0.2–0.4
36606873,0.35,8,0.2–0.4
38841623,-0.07391304347826089,6,<0
39294026,0.3650793650793651,11,0.2–0.4
37842840,0.2499999999999999,11,0.2–0.4
39083884,0.007092198581560294,4,0–0.2
40676540,0.08808290155440412,5,0–0.2
40055459,0.014440433212996373,8,0–0.2
39616370,0.20529801324503305,7,0.2–0.4
17902789,0.21472392638036808,8,0.2–0.4
39943060,0.08771929824561409,9,0–0.2
42226985,0.33333333333333337,8,0.2–0.4
40457860,0.23076923076923084,9,0.2–0.4
40949381,0.38636363636363646,12,0.2–0.4
41510361,0.6086956521739131,9,0.6–0.8
35071284,0.3142857142857143,10,0.2–0.4
38794098,0.4328358208955224,13,0.4–0.6
36268643,0.06666666666666665,6,0–0.2
37799090,0.504950495049505,15,0.4–0.6
42405769,0.4782608695652174,14,0.4–0.6
40883816,0.1428571428571429,10,0–0.2
41193378,0.125,9,0–0.2
35371189,0.3999999999999999,8,0.2–0.4
42274879,0.13178294573643412,9,0–0.2
35783314,0.6499999999999999,12,0.6–0.8
32490923,0.3942307692307693,11,0.2–0.4
35941984,0.47959183673469397,11,0.4–0.6
42372714,0.4866310160427807,10,0.4–0.6
28759576,0.30000000000000004,10,0.2–0.4
35154350,0.2847682119205298,12,0.2–0.4
41805069,0.22077922077922085,7,0.2–0.4
34630521,0.2300000000000001,15,0.2–0.4
38588940,0.19999999999999996,7,0–0.2
38713068,0.6146788990825688,11,0.6–0.8
37930752,0.375,11,0.2–0.4
33110531,-0.049180327868852514,8,<0
38436821,0.3571428571428572,9,0.2–0.4
38372670,0.5,9,0.4–0.6
42360803,0.6829268292682927,11,0.6–0.8
32073845,0.22424242424242424,8,0.2–0.4
34010900,-0.024390243902439046,5,<0
41040634,0.17346938775510212,9,0–0.2
41760358,0.4035874439461883,12,0.4–0.6
39845813,0.19801980198019797,9,0–0.2
11521789,0.4597156398104265,13,0.4–0.6
32641084,0.484375,8,0.4–0.6
31171383,0.380281690140845,7,0.2–0.4
28767790,0.2682926829268292,9,0.2–0.4
38444257,0.30000000000000004,8,0.2–0.4
35228162,0.16666666666666674,7,0–0.2
21968807,0.26016260162601623,6,0.2–0.4
41630623,0.0,5,<0
32708888,-0.02857142857142847,11,<0
30286087,0.23318385650224216,10,0.2–0.4
41675483,0.30000000000000004,9,0.2–0.4
21406883,0.34615384615384615,11,0.2–0.4
36675302,0.30000000000000004,11,0.2–0.4
42033178,0.1573033707865169,10,0–0.2
42310033,0.48275862068965514,12,0.4–0.6
19904240,-0.09999999999999987,8,<0
33401262,0.4565217391304347,15,0.4–0.6
36433360,0.4590163934426229,8,0.4–0.6
38109191,0.38095238095238093,9,0.2–0.4
40998466,0.5213675213675214,10,0.4–0.6
38477855,0.5,7,0.4–0.6
41461381,0.17948717948717952,8,0–0.2
42299133,0.0,8,<0
29723589,0.38095238095238093,8,0.2–0.4
40667959,0.2682926829268293,7,0.2–0.4
37660122,0.3272171253822629,12,0.2–0.4
41125510,0.36363636363636365,9,0.2–0.4
37870515,0.24615384615384606,7,0.2–0.4
6337184,0.09638554216867468,5,0–0.2
37058215,0.18181818181818177,5,0–0.2
26854674,0.051724137931034586,4,0–0.2
6352345,0.42339832869080773,14,0.4–0.6
34151918,0.11494252873563215,10,0–0.2
18277968,0.17748917748917747,9,0–0.2
40498458,0.4666666666666667,10,0.4–0.6
25759580,0.18518518518518534,11,0–0.2
35033419,0.46153846153846156,12,0.4–0.6
42241450,0.2660944206008584,10,0.2–0.4
25828808,-0.010309278350515427,7,<0
40596335,0.6399999999999999,12,0.6–0.8
37163580,0.16279069767441856,10,0–0.2
32096133,0.33333333333333337,10,0.2–0.4
32963386,0.23404255319148937,7,0.2–0.4
38111111,0.4117647058823529,3,0.4–0.6
42355563,0.5,4,0.4–0.6
33495146,0.5833333333333334,4,0.4–0.6
42023252,0.0,2,<0
37424485,0.33333333333333337,4,0.2–0.4
6572540,0.4285714285714286,3,0.4–0.6
20764083,,5,
39113312,0.2727272727272727,5,0.2–0.4
31871152,0.0,3,<0
30458445,0.1428571428571429,3,0–0.2
41047954,0.611111111111111,6,0.6–0.8
32420346,0.19999999999999996,2,0–0.2
1883056,0.1578947368421053,4,0–0.2
33263403,0.23076923076923084,3,0.2–0.4
