ref_value,majority_label,label
http://www.geopostcodes.com,company,company
http://www.getty.edu,company,company
http://www.gmv.com,company,company
http://www.guggenheim.org,company,company
http://www.hardcoregamer.com,company,company
http://www.henry-moore.org,company,company
http://www.hewlett.org,company,company
http://www.hmdb.ca,company,company
http://www.huffingtonpost.com,news,news
http://www.independent.co.uk,news,news
http://www.instagram.com,company,company
http://www.issf-sports.org,company,company
http://www.ittf.com,company,company
http://www.itu.int,govt,company
http://www.johnkcastle.com,sp_source,company
http://www.jrrio.com,sp_source,company
http://www.judoinside.com,news,company
http://www.kde.org,company,company
http://www.khronos.org,company,company
http://www.laquadrature.net,company,sp_source
http://www.leparcorama.com,sp_source,company
http://www.leshommessansepaules.com,ne,company
http://www.liferay.com,company,company
http://www.livius.org,sp_source,company
http://www.lulu.com,company,company
http://www.lynnnews.co.uk,news,company
http://www.mba.ac.uk,academia,company
http://www.metalstorm.net,news,company
http://www.metmuseum.org,company,company
http://www.microsofttranslator.com,company,company
http://www.moma.org,company,company
http://www.mozilla.org,company,company
http://www.nationalgallery.org.uk,company,company
http://www.nationaltrustcollections.org.uk,company,company
http://www.ncbi.nlm.nih.gov,academia,govt
http://www.newyorker.com,news,company
http://www.nfl.com,company,company
http://www.nga.gov,company,govt
http://www.nndb.com,company,other
http://www.nndc.bnl.gov,academia,govt
http://www.nytimes.com,news,news
http://www.openvas.org,company,company
http://www.pafa.org,academia,company
http://www.parlement.com,ne,company
http://www.pastscape.org.uk,company,govt
http://www.phillipscollection.org,company,company
http://www.planetehockey.com,ne,company
http://www.poetsgraves.co.uk,company,company
http://www.procyclingstats.com,company,company
http://www.profilecanada.com,company,company
http://www.progarchives.com,company,company
http://www.rada.ac.uk,academia,company
http://www.redmine.org,company,company
http://www.redorbit.com,news,company
http://www.rhapsody.com,company,company
http://www.rio2016.com,company,company
http://www.salvador-dali.org,company,company
http://www.salzburg.com,ne,company
http://www.scottisharchitects.org.uk,company,company
http://www.sothebys.com,company,company
http://www.sufyanismail.com,sp_source,sp_source
http://www.telegraph.co.uk,news,company
http://www.thegazette.co.uk,company,govt
http://www.thestar.com,news,news
http://www.thetalentmanager.co.uk,company,company
http://www.thetelegraphandargus.co.uk,news,company
http://www.thnk.org,company,company
http://www.transsiberianexpress.net,company,company
http://www.unesco.org,govt,company
http://www.valpo.edu,academia,company
http://www.vanitatis.elconfidencial.com,ne,company
http://www.viaf.org,company,govt
http://www.virtualbox.org,company,company
http://www.washingtonpost.com,news,news
http://www.webcitation.org,company,other
http://www.who.int,govt,govt
http://www.wireshark.org,company,company
http://www.xkcd.com,company,company
http://yba.llgc.org.uk,company,sp_source
http://yum.baseurl.org,company,company
http://zenekucko.ucoz.com,ne,sp_source
