ref_value,label_pub_ver,LLM_model_prompt
http://www.arabianbusiness.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.archive.org,no_profit,results_mistral:latest_prompt_5_metadata
http://www.archlinux.org,dn,results_mistral:latest_prompt_5_metadata
http://www.artistdirect.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.artsjournal.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.audacityteam.org,vendor,results_mistral:latest_prompt_5_metadata
http://www.bbc.co.uk,trad_news,results_mistral:latest_prompt_5_metadata
http://www.billgladstone.ca,nw,results_mistral:latest_prompt_5_metadata
http://www.bindingdb.org,academia_pub,results_mistral:latest_prompt_5_metadata
http://www.bizjournals.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.blackfilm.com,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.blakeschool.org,no_profit,results_mistral:latest_prompt_5_metadata
http://www.blend4web.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.boxofficemojo.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.bristol.ac.uk,academia_uni,results_mistral:latest_prompt_5_metadata
http://www.britannica.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.brooklynmuseum.org,cultural,results_mistral:latest_prompt_5_metadata
http://www.businessinsider.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.bvbinfo.com,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.canada.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.catholic-hierarchy.org,trad_news,results_mistral:latest_prompt_5_metadata
http://www.cb300.com,no_profit,results_mistral:latest_prompt_5_metadata
http://www.cdbaby.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.census.gov,gov,results_mistral:latest_prompt_5_metadata
http://www.ciaaw.org,academia_other,results_mistral:latest_prompt_5_metadata
http://www.clsp.jhu.edu,academia_uni,results_mistral:latest_prompt_5_metadata
http://www.coolantarctica.com,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.crawltrack.net,nw,results_mistral:latest_prompt_5_metadata
http://www.crunchbase.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.cyclingnews.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.debian.org,no_profit,results_mistral:latest_prompt_5_metadata
http://www.dubaicityguide.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.dulwichpicturegallery.org.uk,cultural,results_mistral:latest_prompt_5_metadata
http://www.e-yearbook.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.edanhughes.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.entente-ee.com,org,results_mistral:latest_prompt_5_metadata
http://www.esrb.org,vendor,results_mistral:latest_prompt_5_metadata
http://www.eurodressage.com,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.eurohandball.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.europarl.europa.eu,trad_news,results_mistral:latest_prompt_5_metadata
http://www.filmreference.com,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.findagrave.com,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.fundacionbancosantander.com,cultural,results_mistral:latest_prompt_5_metadata
http://www.futhead.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.fye.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.gc-cup.com,sport_event,results_mistral:latest_prompt_5_metadata
http://www.genome.gov,academia_uni,results_mistral:latest_prompt_5_metadata
http://www.geonames.org,academia_other,results_mistral:latest_prompt_5_metadata
http://www.geopostcodes.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.getty.edu,cultural,results_mistral:latest_prompt_5_metadata
http://www.ghostscript.com,dn,results_mistral:latest_prompt_5_metadata
http://www.gmv.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.gracesguide.co.uk,nw,results_mistral:latest_prompt_5_metadata
http://www.guggenheim.org,cultural,results_mistral:latest_prompt_5_metadata
http://www.hardcoregamer.com,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.henry-moore.org,cultural,results_mistral:latest_prompt_5_metadata
http://www.hewlett.org,non_profit,results_mistral:latest_prompt_5_metadata
http://www.holyhead.com,nw,results_mistral:latest_prompt_5_metadata
http://www.huffingtonpost.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.independent.co.uk,trad_news,results_mistral:latest_prompt_5_metadata
http://www.instagram.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.issf-sports.org,trad_news,results_mistral:latest_prompt_5_metadata
http://www.ittf.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.itu.int,no_profit,results_mistral:latest_prompt_5_metadata
http://www.johnkcastle.com,biography,results_mistral:latest_prompt_5_metadata
http://www.jrrio.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.judoinside.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.kde.org,no_profit,results_mistral:latest_prompt_5_metadata
http://www.khronos.org,academia_other,results_mistral:latest_prompt_5_metadata
http://www.laquadrature.net,no_profit,results_mistral:latest_prompt_5_metadata
http://www.leparcorama.com,nw,results_mistral:latest_prompt_5_metadata
http://www.liferay.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.liveleak.com,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.livius.org,academia_other,results_mistral:latest_prompt_5_metadata
http://www.lulu.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.lutyenstrust.org.uk,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.lynnnews.co.uk,trad_news,results_mistral:latest_prompt_5_metadata
http://www.mba.ac.uk,academia_uni,results_mistral:latest_prompt_5_metadata
http://www.metacritic.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.metalstorm.net,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.metmuseum.org,cultural,results_mistral:latest_prompt_5_metadata
http://www.mfa.org,cultural,results_mistral:latest_prompt_5_metadata
http://www.microsofttranslator.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.moma.org,cultural,results_mistral:latest_prompt_5_metadata
http://www.mozilla.org,no_profit,results_mistral:latest_prompt_5_metadata
http://www.music-bazaar.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.nationalgallery.org.uk,cultural,results_mistral:latest_prompt_5_metadata
http://www.nationaltrustcollections.org.uk,cultural,results_mistral:latest_prompt_5_metadata
http://www.ncbi.nlm.nih.gov,academia_pub,results_mistral:latest_prompt_5_metadata
http://www.newyorker.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.nfl.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.nga.gov,cultural,results_mistral:latest_prompt_5_metadata
http://www.nndb.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.nndc.bnl.gov,academia_pub,results_mistral:latest_prompt_5_metadata
http://www.nytimes.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.openvas.org,vendor,results_mistral:latest_prompt_5_metadata
http://www.oregonencyclopedia.org,cultural,results_mistral:latest_prompt_5_metadata
http://www.pafa.org,cultural,results_mistral:latest_prompt_5_metadata
http://www.pastscape.org.uk,cultural,results_mistral:latest_prompt_5_metadata
http://www.philamuseum.org,cultural,results_mistral:latest_prompt_5_metadata
http://www.phillipscollection.org,cultural,results_mistral:latest_prompt_5_metadata
http://www.poetsgraves.co.uk,cultural,results_mistral:latest_prompt_5_metadata
http://www.procyclingstats.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.profilecanada.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.progarchives.com,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.rada.ac.uk,cultural,results_mistral:latest_prompt_5_metadata
http://www.redmine.org,nw,results_mistral:latest_prompt_5_metadata
http://www.redorbit.com,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.rhapsody.com,vendor,results_mistral:latest_prompt_5_metadata
http://www.rio2016.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.rollingstone.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.salvador-dali.org,cultural,results_mistral:latest_prompt_5_metadata
http://www.scottisharchitects.org.uk,no_profit,results_mistral:latest_prompt_5_metadata
http://www.sctimes.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.sothebys.com,cultural,results_mistral:latest_prompt_5_metadata
http://www.sports-reference.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.sufyanismail.com,nw,results_mistral:latest_prompt_5_metadata
http://www.telegraph.co.uk,trad_news,results_mistral:latest_prompt_5_metadata
http://www.thegazette.co.uk,trad_news,results_mistral:latest_prompt_5_metadata
http://www.theguardian.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.thestar.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.thetalentmanager.co.uk,non_trad_news,results_mistral:latest_prompt_5_metadata
http://www.thetelegraphandargus.co.uk,trad_news,results_mistral:latest_prompt_5_metadata
http://www.thnk.org,non_profit,results_mistral:latest_prompt_5_metadata
http://www.transsiberianexpress.net,vendor,results_mistral:latest_prompt_5_metadata
http://www.tvfestival.com,cultural,results_mistral:latest_prompt_5_metadata
http://www.unesco.org,no_profit,results_mistral:latest_prompt_5_metadata
http://www.valpo.edu,academia_uni,results_mistral:latest_prompt_5_metadata
http://www.viaf.org,academia_other,results_mistral:latest_prompt_5_metadata
http://www.virtualbox.org,vendor,results_mistral:latest_prompt_5_metadata
http://www.washingtonpost.com,trad_news,results_mistral:latest_prompt_5_metadata
http://www.webcitation.org,dn,results_mistral:latest_prompt_5_metadata
http://www.who.int,trad_news,results_mistral:latest_prompt_5_metadata
http://www.wireshark.org,trad_news,results_mistral:latest_prompt_5_metadata
http://yba.llgc.org.uk,academia_uni,results_mistral:latest_prompt_5_metadata
http://yum.baseurl.org,dn,results_mistral:latest_prompt_5_metadata
http://addons.mozilla.org,non_trad_news,results_llama3.2_prompt_4_metadata
http://americanart.si.edu,trad_news,results_llama3.2_prompt_4_metadata
http://amturing.acm.org,trad_news,results_llama3.2_prompt_4_metadata
http://archive.org,trad_news,results_llama3.2_prompt_4_metadata
http://art.famsf.org,trad_news,results_llama3.2_prompt_4_metadata
http://backuppc.cvs.sourceforge.net,trad_news,results_llama3.2_prompt_4_metadata
http://bbfc.co.uk,nw,results_llama3.2_prompt_4_metadata
http://bbti.bodleian.ox.ac.uk,no_profit,results_llama3.2_prompt_4_metadata
http://blog.mathieui.net,trad_news,results_llama3.2_prompt_4_metadata
http://blog.torproject.org,trad_news,results_llama3.2_prompt_4_metadata
http://blogs.windows.com,trad_news,results_llama3.2_prompt_4_metadata
http://books.google.co.uk,nw,results_llama3.2_prompt_4_metadata
http://chem.nlm.nih.gov,trad_news,results_llama3.2_prompt_4_metadata
http://chibi.ubc.ca,trad_news,results_llama3.2_prompt_4_metadata
http://collection.cooperhewitt.org,trad_news,results_llama3.2_prompt_4_metadata
http://collections.artsmia.org,trad_news,results_llama3.2_prompt_4_metadata
http://collections.britishart.yale.edu,trad_news,results_llama3.2_prompt_4_metadata
http://collections.lacma.org,no_profit,results_llama3.2_prompt_4_metadata
http://commons.wikimedia.org,no_profit,results_llama3.2_prompt_4_metadata
http://daccess-ods.un.org,trad_news,results_llama3.2_prompt_4_metadata
http://data.ordnancesurvey.co.uk,trad_news,results_llama3.2_prompt_4_metadata
http://electronicintifada.net,trad_news,results_llama3.2_prompt_4_metadata
http://en.mediamass.net,trad_news,results_llama3.2_prompt_4_metadata
http://en.wikisource.org,vendor,results_llama3.2_prompt_4_metadata
http://eprints.lancs.ac.uk,trad_news,results_llama3.2_prompt_4_metadata
http://espn.go.com,trad_news,results_llama3.2_prompt_4_metadata
http://fdrmx.com,trad_news,results_llama3.2_prompt_4_metadata
http://fedoraproject.org,trad_news,results_llama3.2_prompt_4_metadata
http://feed.snapdo.com,ne,results_llama3.2_prompt_4_metadata
http://ffilms.org,trad_news,results_llama3.2_prompt_4_metadata
http://fie.org,trad_news,results_llama3.2_prompt_4_metadata
http://firstcycling.com,trad_news,results_llama3.2_prompt_4_metadata
http://flymotorsich.com,trad_news,results_llama3.2_prompt_4_metadata
http://fmg.ac,ne,results_llama3.2_prompt_4_metadata
http://forum.mql4.com,trad_news,results_llama3.2_prompt_4_metadata
http://fossilworks.org,trad_news,results_llama3.2_prompt_4_metadata
http://freemind.sourceforge.net,trad_news,results_llama3.2_prompt_4_metadata
http://ftp.debian-ports.org,trad_news,results_llama3.2_prompt_4_metadata
http://geonames.usgs.gov,trad_news,results_llama3.2_prompt_4_metadata
http://git.gnome.org,no_profit,results_llama3.2_prompt_4_metadata
http://git.kernel.org,trad_news,results_llama3.2_prompt_4_metadata
http://github.com,trad_news,results_llama3.2_prompt_4_metadata
http://groups.google.com,trad_news,results_llama3.2_prompt_4_metadata
http://iba-world.com,trad_news,results_llama3.2_prompt_4_metadata
http://id.loc.gov,yes,results_llama3.2_prompt_4_metadata
http://identifiers.org,trad_news,results_llama3.2_prompt_4_metadata
http://iditarod.com,trad_news,results_llama3.2_prompt_4_metadata
http://independentlibraries.co.uk,trad_news,results_llama3.2_prompt_4_metadata
http://instagram.com,nw,results_llama3.2_prompt_4_metadata
http://itunes.apple.com,trad_news,results_llama3.2_prompt_4_metadata
http://killiefc.com,trad_news,results_llama3.2_prompt_4_metadata
http://lawandorder.wikia.com,trad_news,results_llama3.2_prompt_4_metadata
http://library.la84.org,no_profit,results_llama3.2_prompt_4_metadata
http://lists.alioth.debian.org,nw,results_llama3.2_prompt_4_metadata
http://lists.freebsd.org,trad_news,results_llama3.2_prompt_4_metadata
http://lists.gnu.org,trad_news,results_llama3.2_prompt_4_metadata
http://lists.nongnu.org,nw,results_llama3.2_prompt_4_metadata
http://lists.torproject.org,trad_news,results_llama3.2_prompt_4_metadata
http://m.timesofindia.com,trad_news,results_llama3.2_prompt_4_metadata
http://mail-archives.apache.org,trad_news,results_llama3.2_prompt_4_metadata
http://man.9front.org,no_profit,results_llama3.2_prompt_4_metadata
http://marvel.com,trad_news,results_llama3.2_prompt_4_metadata
http://movie-locations.com,trad_news,results_llama3.2_prompt_4_metadata
http://movieweb.com,trad_news,results_llama3.2_prompt_4_metadata
http://mpse.org,trad_news,results_llama3.2_prompt_4_metadata
http://new.liveauctioneers.com,trad_news,results_llama3.2_prompt_4_metadata
http://olat.org,trad_news,results_llama3.2_prompt_4_metadata
http://oneprocycling.com,trad_news,results_llama3.2_prompt_4_metadata
http://peerj.com,trad_news,results_llama3.2_prompt_4_metadata
http://phoronix.com,trad_news,results_llama3.2_prompt_4_metadata
http://planetarynames.wr.usgs.gov,trad_news,results_llama3.2_prompt_4_metadata
http://pubchem.ncbi.nlm.nih.gov,trad_news,results_llama3.2_prompt_4_metadata
http://puppet.com,trad_news,results_llama3.2_prompt_4_metadata
http://ratings.fide.com,trad_news,results_llama3.2_prompt_4_metadata
http://runeberg.org,non_trad_news,results_llama3.2_prompt_4_metadata
http://sourceforge.net,trad_news,results_llama3.2_prompt_4_metadata
http://spamassassin.apache.org,trad_news,results_llama3.2_prompt_4_metadata
http://speedskatingstats.com,non_trad_news,results_llama3.2_prompt_4_metadata
http://splitsider.com,trad_news,results_llama3.2_prompt_4_metadata
http://sports.yahoo.com,trad_news,results_llama3.2_prompt_4_metadata
http://support.google.com,trad_news,results_llama3.2_prompt_4_metadata
http://thedancingrest.com,trad_news,results_llama3.2_prompt_4_metadata
http://tools.ietf.org,trad_news,results_llama3.2_prompt_4_metadata
http://uk.soccerway.com,trad_news,results_llama3.2_prompt_4_metadata
http://viaf.org,trad_news,results_llama3.2_prompt_4_metadata
http://vimeo.com,trad_news,results_llama3.2_prompt_4_metadata
http://vk.com,trad_news,results_llama3.2_prompt_4_metadata
http://vocab.getty.edu,trad_news,results_llama3.2_prompt_4_metadata
http://web.archive.org,trad_news,results_llama3.2_prompt_4_metadata
http://whc.unesco.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.4shared.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.aada.edu,academia_pub,results_llama3.2_prompt_4_metadata
http://www.allmusic.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.arabianbusiness.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.archive.org,cultural,results_llama3.2_prompt_4_metadata
http://www.archlinux.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.artistdirect.com,nw,results_llama3.2_prompt_4_metadata
http://www.artsjournal.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.audacityteam.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.bbc.co.uk,trad_news,results_llama3.2_prompt_4_metadata
http://www.billgladstone.ca,trad_news,results_llama3.2_prompt_4_metadata
http://www.bindingdb.org,yes,results_llama3.2_prompt_4_metadata
http://www.bizjournals.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.blackfilm.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.blakeschool.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.blend4web.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.boxofficemojo.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.bristol.ac.uk,ne,results_llama3.2_prompt_4_metadata
http://www.britannica.com,non_trad_news,results_llama3.2_prompt_4_metadata
http://www.brooklynmuseum.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.businessinsider.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.bvbinfo.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.canada.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.catholic-hierarchy.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.cb300.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.cdbaby.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.census.gov,trad_news,results_llama3.2_prompt_4_metadata
http://www.ciaaw.org,academia_pub,results_llama3.2_prompt_4_metadata
http://www.clsp.jhu.edu,trad_news,results_llama3.2_prompt_4_metadata
http://www.coolantarctica.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.crawltrack.net,non_trad_news,results_llama3.2_prompt_4_metadata
http://www.crunchbase.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.cyclingnews.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.debian.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.dubaicityguide.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.dulwichpicturegallery.org.uk,trad_news,results_llama3.2_prompt_4_metadata
http://www.e-yearbook.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.edanhughes.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.entente-ee.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.esrb.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.eurodressage.com,nw,results_llama3.2_prompt_4_metadata
http://www.eurohandball.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.europarl.europa.eu,non_trad_news,results_llama3.2_prompt_4_metadata
http://www.filmreference.com,nw,results_llama3.2_prompt_4_metadata
http://www.findagrave.com,ne,results_llama3.2_prompt_4_metadata
http://www.fundacionbancosantander.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.futhead.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.fye.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.gc-cup.com,ne,results_llama3.2_prompt_4_metadata
http://www.genome.gov,trad_news,results_llama3.2_prompt_4_metadata
http://www.geonames.org,ne,results_llama3.2_prompt_4_metadata
http://www.geopostcodes.com,non_trad_news,results_llama3.2_prompt_4_metadata
http://www.getty.edu,trad_news,results_llama3.2_prompt_4_metadata
http://www.ghostscript.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.gmv.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.gracesguide.co.uk,trad_news,results_llama3.2_prompt_4_metadata
http://www.guggenheim.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.hardcoregamer.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.henry-moore.org,acadmia_uni,results_llama3.2_prompt_4_metadata
http://www.hewlett.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.hmdb.ca,vendor,results_llama3.2_prompt_4_metadata
http://www.holyhead.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.huffingtonpost.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.independent.co.uk,trad_news,results_llama3.2_prompt_4_metadata
http://www.instagram.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.issf-sports.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.ittf.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.itu.int,trad_news,results_llama3.2_prompt_4_metadata
http://www.johnkcastle.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.jrrio.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.judoinside.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.kde.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.khronos.org,trad_news,results_llama3.2_prompt_4_metadata
http://www.laquadrature.net,trad_news,results_llama3.2_prompt_4_metadata
http://www.leparcorama.com,trad_news,results_llama3.2_prompt_4_metadata
http://www.liferay.com,trad_news,results_llama3.2_prompt_4_metadata
