ref_value,label_author,LLM_model_prompt
http://firstcycling.com/rider.php?r=21250,individual,results_mistral:latest_prompt_5_metadata
http://firstcycling.com/rider.php?r=21253,individual,results_mistral:latest_prompt_5_metadata
http://firstcycling.com/rider.php?r=24650,individual,results_mistral:latest_prompt_5_metadata
http://firstcycling.com/rider.php?r=26948.,individual,results_mistral:latest_prompt_5_metadata
http://firstcycling.com/team.php?l=2890,organisation,results_mistral:latest_prompt_5_metadata
http://firstcycling.com/team.php?l=3361,organisation,results_mistral:latest_prompt_5_metadata
http://firstcycling.com/team.php?l=3432,organisation,results_mistral:latest_prompt_5_metadata
http://firstcycling.com/team.php?l=3452,organisation,results_mistral:latest_prompt_5_metadata
http://flickfacts.com/actor/xavier-samuel,individual,results_mistral:latest_prompt_5_metadata
http://flymotorsich.com/en/pages/fleet,organisation,results_mistral:latest_prompt_5_metadata
http://fmg.ac/Projects/MedLands/AQUITAINE.htm#AdelindaMAcfredoICarcassonne,ne,results_mistral:latest_prompt_5_metadata
http://fmg.ac/Projects/MedLands/BURGUNDY%20Kingdom.htm,ne,results_mistral:latest_prompt_5_metadata
http://fmg.ac/Projects/MedLands/FRANKSMaiordomi.htm,dn,results_mistral:latest_prompt_5_metadata
http://fmg.ac/Projects/MedLands/GASCONY.htm,ne,results_mistral:latest_prompt_5_metadata
http://fossilworks.org/bridge.pl?a=taxonInfo&taxon_no=214077,ne,results_mistral:latest_prompt_5_metadata
http://freemind.sourceforge.net/wiki/index.php/Licensing,organisation,results_mistral:latest_prompt_5_metadata
http://iba-world.com/cocktails/pina-colada/,ne,results_mistral:latest_prompt_5_metadata
http://iba-world.com/iba-official-cocktails/alexander/,dn,results_mistral:latest_prompt_5_metadata
http://iba-world.com/new-era-drinks/lemon-drop-martini/,dn,results_mistral:latest_prompt_5_metadata
http://id.loc.gov/authorities/names/no2015096737.html,individual,results_mistral:latest_prompt_5_metadata
http://iditarod.com/race/2016/mushers/1027-Miriam-Osredkar/,individual,results_mistral:latest_prompt_5_metadata
http://lawandorder.wikia.com/wiki/Censure,organisation,results_mistral:latest_prompt_5_metadata
http://leonocusto.blog66.fc2.com/blog-entry-1470.html,individual,results_mistral:latest_prompt_5_metadata
http://library.la84.org/6oic/OfficialReports/2006/Results/AlpineSkiing.pdf#page=3,ne,results_mistral:latest_prompt_5_metadata
http://lists.claws-mail.org/pipermail/users/2016-August/017029.html,ne,results_mistral:latest_prompt_5_metadata
http://lists.nongnu.org/archive/html/qemu-devel/2016-09/msg00273.html,ne,results_mistral:latest_prompt_5_metadata
http://m.timesofindia.com/india/Congress-releases-first-list-of-candidates-for-Lok-Sabha-polls/articleshow/31682561.cms,organisation,results_mistral:latest_prompt_5_metadata
http://man.9front.org/4/tapefs,dn,results_mistral:latest_prompt_5_metadata
http://museedelaresistanceenligne.org/media1772-Michel-Bernstein,individual,results_mistral:latest_prompt_5_metadata
http://phoronix.com/scan.php?page=news_item&px=GNU-Binutils-2.27,individual,results_mistral:latest_prompt_5_metadata
http://planetarynames.wr.usgs.gov/Feature/2513,organisation,results_mistral:latest_prompt_5_metadata
http://planetarynames.wr.usgs.gov/Feature/4662,organisation,results_mistral:latest_prompt_5_metadata
http://runeberg.org/svriks24/0048.html,individual,results_mistral:latest_prompt_5_metadata
http://runeberg.org/vemarhon/0392.html,individual,results_mistral:latest_prompt_5_metadata
http://s002.iannounce-cdn.co.uk/static/1454678984/images/72/65/44906572.pdf,ne,results_mistral:latest_prompt_5_metadata
http://specialcollections.le.ac.uk/cdm/compoundobject/collection/p16445coll4/id/218287/rec/5,ne,results_mistral:latest_prompt_5_metadata
http://speedskatingstats.com/index.php?file=skater&code=1906082802,individual,results_mistral:latest_prompt_5_metadata
http://sports.yahoo.com/tennis/players/5099,organisation,results_mistral:latest_prompt_5_metadata
http://uk.soccerway.com/players/panagiotis-glykos/18871/,individual,results_mistral:latest_prompt_5_metadata
"http://viaf.org/viaf/222435122/#Barnard,_George,_1807-1890",individual,results_mistral:latest_prompt_5_metadata
http://wbo.llgc.org.uk/en/s1-THOM-JOH-1838.html,individual,results_mistral:latest_prompt_5_metadata
http://web.archive.org/web/20070928144606/http://www.grandcasinohelsinki.fi/grandcasinohelsinki/historia.php,organisation,results_mistral:latest_prompt_5_metadata
http://web.archive.org/web/20120304025959/http://tele13.13.cl/noticias/nacional/23155.htm,ne,results_mistral:latest_prompt_5_metadata
http://web.archive.org/web/20141015125316/http://www.kartverket.no/Kunnskap/Fakta-om-Norge/Hoyeste-fjelltopp-i-kommunen/Tabell/,organisation,results_mistral:latest_prompt_5_metadata
http://web.archive.org/web/20160303181909/https://www.riigiteataja.ee/akt/12914350,ne,results_mistral:latest_prompt_5_metadata
http://welt-der-form.net/Max_Bill/bill-1953-unendliche_schleife-1.html,individual,results_mistral:latest_prompt_5_metadata
http://whc.unesco.org/en/list/1025,organisation,results_mistral:latest_prompt_5_metadata
http://whc.unesco.org/en/list/1215,organisation,results_mistral:latest_prompt_5_metadata
http://whc.unesco.org/en/list/1229,organisation,results_mistral:latest_prompt_5_metadata
http://whc.unesco.org/en/list/124,organisation,results_mistral:latest_prompt_5_metadata
http://whc.unesco.org/en/list/232,organisation,results_mistral:latest_prompt_5_metadata
http://whc.unesco.org/en/list/260,organisation,results_mistral:latest_prompt_5_metadata
http://whc.unesco.org/en/list/274,organisation,results_mistral:latest_prompt_5_metadata
http://whc.unesco.org/en/list/403,organisation,results_mistral:latest_prompt_5_metadata
http://whc.unesco.org/en/list/984,organisation,results_mistral:latest_prompt_5_metadata
http://www.allmusic.com/album/biorytmy-mw0001685300,organisation,results_mistral:latest_prompt_5_metadata
http://www.allmusic.com/artist/shadowfax-mn0000155608,organisation,results_mistral:latest_prompt_5_metadata
http://www.archive.org/stream/prosopographiaa00kircgoog#page/n19/mode/2up,individual,results_mistral:latest_prompt_5_metadata
http://www.archive.org/stream/prosopographiaa00kircgoog#page/n267/mode/2up,individual,results_mistral:latest_prompt_5_metadata
http://www.archive.org/stream/prosopographiaa00kircgoog#page/n291/mode/2up,individual,results_mistral:latest_prompt_5_metadata
http://www.archive.org/stream/prosopographiaa00kircgoog#page/n315/mode/2up,individual,results_mistral:latest_prompt_5_metadata
http://www.archive.org/stream/prosopographiaa00kircgoog#page/n49/mode/2up,individual,results_mistral:latest_prompt_5_metadata
http://www.archive.org/stream/rivistaitalianad27sociuoft#page/252/mode/2up,organisation,results_mistral:latest_prompt_5_metadata
"http://www.artistdirect.com/nad/store/artist/album/0,,10128655,00.html",ne,results_mistral:latest_prompt_5_metadata
http://www.artsjournal.com/jazzbeyondjazz/2007/07/howard_mandel.html,individual,results_mistral:latest_prompt_5_metadata
http://www.bbc.co.uk/news/36951328,organisation,results_mistral:latest_prompt_5_metadata
http://www.bbc.co.uk/news/world-europe-34684973,organisation,results_mistral:latest_prompt_5_metadata
http://www.billgladstone.ca/?p=3730/,individual,results_mistral:latest_prompt_5_metadata
http://www.bizjournals.com/memphis/stories/2005/09/05/daily7.html,ne,results_mistral:latest_prompt_5_metadata
http://www.blackfilm.com/20081218/features/aafcanews.shtml,organisation,results_mistral:latest_prompt_5_metadata
http://www.boxofficemojo.com/movies/?id=2012.htm,organisation,results_mistral:latest_prompt_5_metadata
http://www.boxofficemojo.com/movies/?id=daytheearthstoodstill08.htm,organisation,results_mistral:latest_prompt_5_metadata
http://www.boxofficemojo.com/movies/?id=jaws3d.htm,organisation,results_mistral:latest_prompt_5_metadata
http://www.boxofficemojo.com/movies/?id=junglebook2015.htm,organisation,results_mistral:latest_prompt_5_metadata
http://www.boxofficemojo.com/movies/?id=planetoftheapes.htm,organisation,results_mistral:latest_prompt_5_metadata
http://www.boxofficemojo.com/movies/?page=intl&id=marvel14b.htm,organisation,results_mistral:latest_prompt_5_metadata
http://www.bristol.ac.uk/efm/people/kenneth-g-binmore/,organisation,results_mistral:latest_prompt_5_metadata
http://www.britannica.com/EBchecked/topic/178340/Organisation-for-Economic-Co-operation-and-Development-OECD,organisation,results_mistral:latest_prompt_5_metadata
http://www.britannica.com/EBchecked/topic/502814/Charles-Lennox-3rd-duke-of-Richmond,individual,results_mistral:latest_prompt_5_metadata
http://www.britannica.com/biography/Giulio-Aleni,individual,results_mistral:latest_prompt_5_metadata
http://www.brooklynmuseum.org/opencollection/objects/4428/The_Vision_of_Saint_Joseph_Vision_de_Saint_Joseph,organisation,results_mistral:latest_prompt_5_metadata
http://www.brooklynmuseum.org/opencollection/objects/4512/Jesus_Goes_Up_Alone_onto_a_Mountain_to_Pray_J%C3%A9sus_monte_seul_sur_une_montagne_pour_prier,organisation,results_mistral:latest_prompt_5_metadata
http://www.brooklynmuseum.org/opencollection/objects/678/St._John_of_God,organisation,results_mistral:latest_prompt_5_metadata
http://www.businessinsider.com/theranos-ceo-elizabeth-holmes-net-worth-now-0-according-to-forbes-2016-6,organisation,results_mistral:latest_prompt_5_metadata
http://www.bvbinfo.com/player.asp?ID=15097,dn,results_mistral:latest_prompt_5_metadata
http://www.catholic-hierarchy.org/bishop/bburkee.html,individual,results_mistral:latest_prompt_5_metadata
http://www.catholic-hierarchy.org/diocese/dgati.html,individual,results_mistral:latest_prompt_5_metadata
http://www.catholic-hierarchy.org/diocese/dhali.html,individual,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/AB1D5F88.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/AF12B128.html#modalIdString_CDCTable_4,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/AL757E20.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/AS100590.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/BA4D7038.html#modalIdString_CDCTable_6,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/BD124F80.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/BP456D70.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/CC3D6AA8.html#modalIdString_CDCTable_1,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/CC3D6AA8.html#modalIdString_CDCTable_3,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/CG62CCF8.html#modalIdString_CDCTable_0,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/CG802C8.html#modalIdString_CDCTable_3,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/CQ8583B0.html#modalIdString_CDCTable_2,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/CQ92DDA8.html#modalIdString_CDCTable_1,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/CY155CC0.html#modalIdString_CDCTable_4,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/DC802C8.html#modalIdString_CDCTable_2,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/DC802C8.html#modalIdString_CDCTable_5,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/DC92DDA8.html#modalIdString_CDCTable_4,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/DD62CCF8.html#modalIdString_CDCTable_3,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/IO200B20.html#modalIdString_CDCTable_6,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/KI7D80E8.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/OD8D8678.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/UC7026F0.html#modalIdString_CDCTable_4,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh-rtecs/XY557300.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750002.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750006.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750007.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750009.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750010.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750011.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750012.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750013.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750014.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750015.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750017.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750018.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750020.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750021.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750023.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750024.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750025.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750026.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750027.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750028.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750030.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750031.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750032.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750035.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750036.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750038.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750039.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/idlh/62533.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/idlh/7440360.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0008.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0019.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0022.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0025.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0032.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0034.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0035.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0055.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0066.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0071.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0072.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0102.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0107.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0117.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0118.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0125.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0126.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0131.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0137.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0139.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0141.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0142.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0148.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0149.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0154.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0162.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0166.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0176.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0177.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0178.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0180.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0181.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0184.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0188.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0192.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0196.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0199.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0208.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0211.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0212.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0220.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0229.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0231.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0240.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0264.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0268.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0269.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0271.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0275.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0290.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0293.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0297.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0313.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0320.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0325.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0333.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0347.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0352.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0353.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0354.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0363.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0369.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0371.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0384.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0386.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0388.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0390.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0394.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0413.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0416.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0417.html,organisation,results_mistral:latest_prompt_5_metadata
http://www.cdc.gov/niosh/npg/npgd0426.html,organisation,results_mistral:latest_prompt_5_metadata
