ref_value,publisher_type
http://www.brooklynmuseum.org,company
http://www.bvbinfo.com,company
http://www.canada.com,company
http://www.catholic-hierarchy.org,academia
http://www.cb300.com,company
http://www.cdbaby.com,company
http://www.census.gov,govt
http://www.ciaaw.org,academia
http://www.clsp.jhu.edu,academia
http://www.coolantarctica.com,company
http://www.crawltrack.net,company
http://www.crunchbase.com,company
http://www.dbnl.org,academia
http://www.debian.org,company
http://www.demotix.com,company
http://www.dubaicityguide.com,company
http://www.e-yearbook.com,company
http://www.edanhughes.com,company
http://www.entente-ee.com,company
http://www.esrb.org,company
http://www.eurodressage.com,news
http://www.eurohandball.com,company
http://www.europarl.europa.eu,govt
http://www.filmovizija.com,company
http://www.filmreference.com,academia
http://www.fromages-aop.com,company
http://www.fundacionbancosantander.com,company
http://www.futhead.com,company
http://www.gc-cup.com,company
http://www.geni.com,company
http://www.genome.gov,govt
http://www.geopostcodes.com,company
http://www.getty.edu,academia
http://www.gmv.com,company
http://www.gracesguide.co.uk,history
http://www.guggenheim.org,company
http://www.hardcoregamer.com,company
http://www.henry-moore.org,company
http://www.hewlett.org,sp_source
http://www.huffingtonpost.com,news
http://www.independent.co.uk,news
http://www.instagram.com,company
http://www.issf-sports.org,other
http://www.ittf.com,company
http://www.itu.int,govt
http://www.johnkcastle.com,company
http://www.jrrio.com,company
http://www.judoinside.com,news
http://www.kde.org,company
http://www.khronos.org,company
http://www.laquadrature.net,sp_source
http://www.leparcorama.com,company
http://www.leshommessansepaules.com,academia
http://www.liferay.com,company
http://www.livius.org,academia
http://www.lulu.com,company
http://www.lynnnews.co.uk,news
http://www.mba.ac.uk,academia
http://www.metalstorm.net,news
http://www.metmuseum.org,company
http://www.microsofttranslator.com,company
http://www.mozilla.org,company
http://www.nationalgallery.org.uk,company
http://www.nationaltrustcollections.org.uk,company
http://www.ncbi.nlm.nih.gov,govt
http://www.newyorker.com,news
http://www.nfl.com,company
http://www.nga.gov,govt
http://www.nndb.com,other
http://www.nndc.bnl.gov,academia
http://www.nytimes.com,news
http://www.openvas.org,company
http://www.pafa.org,academia
http://www.parlement.com,govt
http://www.pastscape.org.uk,govt
http://www.phillipscollection.org,company
http://www.planetehockey.com,news
http://www.poetsgraves.co.uk,academia
http://www.procyclingstats.com,company
http://www.profilecanada.com,company
http://www.progarchives.com,other
http://www.rada.ac.uk,academia
http://www.redmine.org,company
http://www.redorbit.com,company
http://www.rhapsody.com,company
http://www.rio2016.com,company
http://www.salvador-dali.org,company
http://www.salzburg.com,news
http://www.scottisharchitects.org.uk,academia
http://www.sothebys.com,company
http://www.sports-reference.com,company
http://www.sufyanismail.com,other
http://www.telegraph.co.uk,news
http://www.thegazette.co.uk,govt
http://www.thestar.com,news
http://www.thetalentmanager.co.uk,company
http://www.thetelegraphandargus.co.uk,news
http://www.thnk.org,company
http://www.transsiberianexpress.net,company
http://www.unesco.org,govt
http://www.valpo.edu,academia
http://www.vanitatis.elconfidencial.com,news
http://www.viaf.org,academia
http://www.virtualbox.org,company
http://www.washingtonpost.com,news
http://www.webcitation.org,company
http://www.who.int,govt
http://www.wireshark.org,company
http://www.xkcd.com,company
http://yba.llgc.org.uk,academia
http://yum.baseurl.org,company
http://zenekucko.ucoz.com,other
